Project_ID,MP_ID,Contractor_ID,Sanctioned_Amount,Project_Category,Constituency,State,Syndicate_ID,Syndicate_Role,Is_Syndicate_Ringleader,Is_Split_Work,Score_ML_Anomaly,Score_Syndicate_Collusion,Score_MP_Concentration,Score_Work_Splitting,Score_Network_Centrality,Vigilance_Priority_Index,Priority_Tier,Forensic_Explanation
P00098843,MP0048,V044389,5020000.0,Community Development,AURANGABAD-4,Bihar,NONE,INDEPENDENT,False,False,43.33,0.0,11.15,0.0,47.86,21.85,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00036686,MP0035,V038604,8910000.0,Community Development,JAIPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,51.19,0.0,46.62,0.0,38.33,28.1,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 51.2/100
P00067379,MP0038,V034106,3240000.0,Water Supply,KALABURAGI-3,Karnataka,NONE,INDEPENDENT,False,False,27.17,0.0,37.17,0.0,19.55,16.66,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00021581,MP0013,V038333,6610000.0,Education,LUCKNOW-5,Uttar Pradesh,NONE,INDEPENDENT,False,False,32.63,0.0,30.48,0.0,26.91,18.4,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00093505,MP0014,V038593,6900000.0,Water Supply,DURGAPUR-5,West Bengal,NONE,INDEPENDENT,False,False,47.91,0.0,38.1,0.0,7.86,21.27,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00002885,MP0073,V023377,3400000.0,Sports,CHENNAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,35.61,0.0,38.17,0.0,16.31,18.86,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00092158,MP0054,V028366,7460000.0,Public Infrastructure,BELAGAVI-3,Karnataka,NONE,INDEPENDENT,False,False,45.24,0.0,49.82,0.0,37.6,26.69,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00063680,MP0022,V011978,7170000.0,Public Infrastructure,MADURAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,51.45,0.0,64.62,0.0,49.67,32.58,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 51.5/100
P00012520,MP0041,V048574,8410000.0,Healthcare,LATUR-3,Maharashtra,NONE,INDEPENDENT,False,False,53.61,0.0,51.6,0.0,16.4,26.28,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 53.6/100
P00007351,MP0004,V040275,9150000.0,Agriculture,PUNE-1,Maharashtra,NONE,INDEPENDENT,False,False,49.88,0.0,39.17,0.0,8.45,22.11,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00043929,MP0060,V043835,2020000.0,Public Infrastructure,HYDERABAD-1,Telangana,NONE,INDEPENDENT,False,False,33.42,0.0,55.78,0.0,31.68,23.14,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00075515,MP0087,V027385,3450000.0,Public Infrastructure,JAIPUR-2,Rajasthan,NONE,INDEPENDENT,False,False,35.39,0.0,13.75,0.0,17.29,15.27,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00059309,MP0008,V045842,4880000.0,Agriculture,NANDED-4,Maharashtra,NONE,INDEPENDENT,False,False,40.95,0.0,53.02,0.0,36.25,25.68,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00021562,MP0001,V007013,6540000.0,Community Development,BELAGAVI-3,Karnataka,NONE,INDEPENDENT,False,False,44.56,0.0,70.55,0.0,45.17,30.73,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0001 (Allocation Risk: 70.5)
P00096316,MP0096,V016089,1560000.0,Sanitation,PUNE-3,Maharashtra,NONE,INDEPENDENT,False,False,25.75,0.0,54.12,0.0,29.73,20.3,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00003126,MP0035,V006963,5550000.0,Public Infrastructure,JAIPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,39.13,0.0,46.62,0.0,51.15,26.4,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00079909,MP0057,V000767,9920000.0,Education,SILIGURI-2,West Bengal,SYNDICATE_093,PRIMARY_RINGLEADER,True,False,59.63,69.76,26.08,0.0,71.09,49.9,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 59.6/100; [SYNDICATE] Contractor in SYNDICATE_093 (Shared Bank Collusion Risk: 69.8); [RINGLEADER] Contractor is primary orchestrator of shell syndicate
P00028143,MP0061,V025069,5700000.0,Road,AGRA-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,38.56,0.0,58.45,0.0,37.48,25.96,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00008416,MP0035,V013956,5940000.0,Water Supply,JAIPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,42.31,0.0,46.62,0.0,7.35,20.79,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00039060,MP0030,V014939,4920000.0,Community Development,HYDERABAD-1,Telangana,NONE,INDEPENDENT,False,False,44.56,0.0,39.33,0.0,49.44,26.68,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00090238,MP0068,V021797,8390000.0,Electricity,BHAGALPUR-1,Bihar,NONE,INDEPENDENT,False,False,52.54,0.0,79.25,0.0,15.13,29.92,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 52.5/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0068 (Allocation Risk: 79.2)
P00033536,MP0058,V004576,8930000.0,Water Supply,KANPUR-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,57.16,0.0,27.65,0.0,33.61,26.34,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.2/100
P00005194,MP0081,V049513,3730000.0,Sports,KOTA-2,Rajasthan,NONE,INDEPENDENT,False,False,32.64,0.0,59.02,0.0,20.23,21.68,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00008233,MP0028,V002600,1220000.0,Sports,SILIGURI-5,West Bengal,NONE,INDEPENDENT,False,False,22.75,0.0,45.08,0.0,27.98,17.78,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00022045,MP0079,V033494,5310000.0,Healthcare,KOLKATA-5,West Bengal,NONE,INDEPENDENT,False,False,52.1,0.0,67.32,0.0,6.91,26.76,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 52.1/100
P00071828,MP0031,V042687,5240000.0,Electricity,SURAT-4,Gujarat,NONE,INDEPENDENT,False,False,38.88,0.0,41.6,0.0,4.12,18.52,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00013924,MP0094,V023617,8820000.0,Education,UJJAIN-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,48.67,0.0,25.52,0.0,41.02,24.58,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00034272,MP0074,V032330,3420000.0,Sports,LATUR-4,Maharashtra,NONE,INDEPENDENT,False,False,36.24,0.0,52.9,0.0,39.27,24.7,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00045988,MP0055,V019505,5290000.0,Agriculture,MADURAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,46.94,0.0,40.4,0.0,30.16,24.67,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00006691,MP0094,V027824,1250000.0,Public Infrastructure,UJJAIN-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,28.66,0.0,25.52,0.0,34.41,17.59,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00000929,MP0021,V022875,7690000.0,Education,KARIMNAGAR-3,Telangana,NONE,INDEPENDENT,False,False,43.46,0.0,26.38,0.0,54.96,25.24,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00055118,MP0040,V011755,9060000.0,Agriculture,JODHPUR-5,Rajasthan,NONE,INDEPENDENT,False,False,47.32,0.0,72.93,0.0,33.16,30.11,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0040 (Allocation Risk: 72.9)
P00006778,MP0095,V040119,9440000.0,Electricity,SOLAPUR-4,Maharashtra,NONE,INDEPENDENT,False,False,58.02,0.0,65.53,0.0,48.32,34.48,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 58.0/100
P00081237,MP0035,V025096,8750000.0,Community Development,JAIPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,55.95,0.0,46.62,0.0,8.65,25.08,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 56.0/100
P00090574,MP0045,V005979,3260000.0,Water Supply,MADURAI-2,Tamil Nadu,NONE,INDEPENDENT,False,False,38.4,0.0,35.5,0.0,6.04,17.75,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00087575,MP0100,V006891,9340000.0,Agriculture,NASHIK-5,Maharashtra,NONE,INDEPENDENT,False,False,50.09,0.0,18.55,0.0,30.82,22.43,LOW,[ML_ANOMALY] Physical/financial anomaly score 50.1/100
P00067839,MP0002,V001933,2580000.0,Public Infrastructure,GAYA-1,Bihar,NONE,INDEPENDENT,False,False,32.59,0.0,11.48,0.0,30.14,16.02,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00057086,MP0029,V042142,2300000.0,Electricity,JODHPUR-2,Rajasthan,NONE,INDEPENDENT,False,False,21.41,0.0,82.12,0.0,18.02,21.44,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0029 (Allocation Risk: 82.1)
P00033815,MP0028,V000781,1620000.0,Education,SILIGURI-5,West Bengal,SYNDICATE_013,ACTIVE_PARTICIPANT,False,False,20.93,66.79,45.08,0.0,20.3,32.78,MEDIUM,[SYNDICATE] Contractor in SYNDICATE_013 (Shared Bank Collusion Risk: 66.8)
P00017209,MP0025,V027823,1040000.0,Water Supply,JODHPUR-4,Rajasthan,NONE,INDEPENDENT,False,False,27.7,0.0,54.78,0.0,18.42,19.29,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00077030,MP0084,V027361,9980000.0,Sports,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,55.33,0.0,52.1,0.0,20.71,27.52,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 55.3/100
P00021168,MP0095,V048282,1280000.0,Public Infrastructure,SOLAPUR-4,Maharashtra,NONE,INDEPENDENT,False,False,25.93,0.0,65.53,0.0,27.04,21.66,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00071494,MP0021,V027595,2710000.0,Water Supply,KARIMNAGAR-3,Telangana,NONE,INDEPENDENT,False,False,25.94,0.0,26.38,0.0,47.33,18.84,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00058500,MP0076,V032778,7430000.0,Agriculture,KALABURAGI-2,Karnataka,NONE,INDEPENDENT,False,False,43.86,0.0,74.55,0.0,36.39,29.8,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0076 (Allocation Risk: 74.5)
P00015566,MP0079,V013779,6870000.0,Public Infrastructure,KOLKATA-5,West Bengal,NONE,INDEPENDENT,False,False,48.58,0.0,67.32,0.0,7.59,25.81,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00098453,MP0085,V034875,750000.0,Water Supply,KOLKATA-1,West Bengal,NONE,INDEPENDENT,False,False,36.89,0.0,85.52,0.0,18.17,26.62,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0085 (Allocation Risk: 85.5)
P00071138,MP0089,V030421,3800000.0,Electricity,UJJAIN-5,Madhya Pradesh,NONE,INDEPENDENT,False,False,31.6,0.0,49.6,0.0,41.69,23.17,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00043493,MP0053,V036120,1820000.0,Healthcare,BALLARI-1,Karnataka,NONE,INDEPENDENT,False,False,15.15,0.0,43.45,0.0,17.3,13.66,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00059013,MP0004,V025520,5690000.0,Agriculture,PUNE-1,Maharashtra,NONE,INDEPENDENT,False,False,42.27,0.0,39.17,0.0,38.45,24.32,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00029998,MP0081,V018333,3100000.0,Sports,KOTA-2,Rajasthan,NONE,INDEPENDENT,False,False,27.86,0.0,59.02,0.0,42.39,23.57,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00085778,MP0073,V039670,9580000.0,Road,CHENNAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,48.78,0.0,38.17,0.0,41.77,26.62,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00086501,MP0046,V038737,8810000.0,Community Development,WARANGAL-3,Telangana,NONE,INDEPENDENT,False,False,55.66,0.0,93.72,0.0,45.35,37.56,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 55.7/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0046 (Allocation Risk: 93.7)
P00074579,MP0041,V024490,7520000.0,Community Development,LATUR-3,Maharashtra,NONE,INDEPENDENT,False,False,39.99,0.0,51.6,0.0,32.3,24.58,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00078052,MP0047,V020456,5330000.0,Sports,SILIGURI-2,West Bengal,NONE,INDEPENDENT,False,False,41.6,0.0,85.32,0.0,18.27,28.02,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0047 (Allocation Risk: 85.3)
P00066611,MP0002,V003918,9120000.0,Healthcare,GAYA-1,Bihar,NONE,INDEPENDENT,False,False,52.22,0.0,11.48,0.0,28.61,21.68,LOW,[ML_ANOMALY] Physical/financial anomaly score 52.2/100
P00051003,MP0050,V035627,3660000.0,Electricity,HUBBALLI-2,Karnataka,NONE,INDEPENDENT,False,False,41.84,0.0,68.4,0.0,6.3,23.76,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00093637,MP0100,V028737,7230000.0,Road,NASHIK-5,Maharashtra,NONE,INDEPENDENT,False,False,42.34,0.0,18.55,0.0,18.32,18.23,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00026492,MP0053,V038281,1780000.0,Healthcare,BALLARI-1,Karnataka,NONE,INDEPENDENT,False,False,24.02,0.0,43.45,0.0,27.89,17.91,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00008188,MP0071,V020658,6380000.0,Agriculture,SALEM-2,Tamil Nadu,NONE,INDEPENDENT,False,False,47.08,0.0,74.47,0.0,7.43,26.41,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0071 (Allocation Risk: 74.5)
P00066813,MP0043,V031722,7420000.0,Public Infrastructure,PATNA-2,Bihar,NONE,INDEPENDENT,False,False,44.25,0.0,54.58,0.0,26.06,25.37,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00060454,MP0088,V010863,930000.0,Community Development,INDORE-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,25.97,0.0,70.6,0.0,47.92,25.57,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0088 (Allocation Risk: 70.6)
P00036667,MP0094,V045346,740000.0,Education,UJJAIN-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,40.88,0.0,25.52,0.0,4.92,16.83,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00009359,MP0031,V014887,5480000.0,Electricity,SURAT-4,Gujarat,NONE,INDEPENDENT,False,False,36.61,0.0,41.6,0.0,7.24,18.31,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00061439,MP0035,V045894,7250000.0,Water Supply,JAIPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,49.91,0.0,46.62,0.0,37.81,27.64,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00036051,MP0052,V047861,3480000.0,Healthcare,MUZAFFARPUR-2,Bihar,NONE,INDEPENDENT,False,False,59.04,0.0,24.4,0.0,24.43,25.04,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 59.0/100
P00070063,MP0075,V028222,3850000.0,Sports,MADURAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,31.71,0.0,63.2,0.0,37.81,24.66,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00028776,MP0045,V013009,1690000.0,Electricity,MADURAI-2,Tamil Nadu,NONE,INDEPENDENT,False,False,51.98,0.0,35.5,0.0,5.35,21.72,LOW,[ML_ANOMALY] Physical/financial anomaly score 52.0/100
P00098872,MP0070,V041313,6340000.0,Road,NIZAMABAD-4,Telangana,NONE,INDEPENDENT,False,False,68.52,0.0,98.35,0.0,7.68,36.46,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 68.5/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0070 (Allocation Risk: 98.3)
P00022496,MP0083,V027947,5320000.0,Sanitation,VADODARA-4,Gujarat,NONE,INDEPENDENT,False,False,44.83,0.0,82.3,0.0,17.3,28.39,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0083 (Allocation Risk: 82.3)
P00023671,MP0067,V010540,3120000.0,Agriculture,RAJKOT-4,Gujarat,NONE,INDEPENDENT,False,False,43.58,0.0,58.08,0.0,16.12,24.2,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00063283,MP0066,V034190,1800000.0,Sports,CHENNAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,20.76,0.0,35.1,0.0,28.65,15.79,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00069056,MP0100,V045249,2090000.0,Sports,NASHIK-5,Maharashtra,NONE,INDEPENDENT,False,False,22.26,0.0,18.55,0.0,16.38,11.92,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00015859,MP0082,V011798,6860000.0,Agriculture,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,45.51,0.0,43.42,0.0,31.26,24.85,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00057788,MP0067,V036970,9320000.0,Water Supply,RAJKOT-4,Gujarat,NONE,INDEPENDENT,False,False,54.94,0.0,58.08,0.0,30.55,29.78,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 54.9/100
P00025533,MP0073,V037656,3530000.0,Water Supply,CHENNAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,36.1,0.0,38.17,0.0,28.09,20.77,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00065041,MP0015,V039087,5660000.0,Community Development,BELAGAVI-2,Karnataka,NONE,INDEPENDENT,False,False,42.3,0.0,16.88,0.0,49.17,22.6,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00085276,MP0026,V007646,1260000.0,Sanitation,WARANGAL-3,Telangana,NONE,INDEPENDENT,False,False,19.89,0.0,7.5,0.0,5.14,7.86,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00073108,MP0011,V016829,9800000.0,Sanitation,KOTA-5,Rajasthan,NONE,INDEPENDENT,False,False,50.33,0.0,46.9,0.0,18.43,24.9,LOW,[ML_ANOMALY] Physical/financial anomaly score 50.3/100
P00001802,MP0058,V044487,5400000.0,Healthcare,KANPUR-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,47.4,0.0,27.65,0.0,25.74,22.23,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00054606,MP0013,V028996,9270000.0,Sports,LUCKNOW-5,Uttar Pradesh,NONE,INDEPENDENT,False,False,49.92,0.0,30.48,0.0,20.87,22.68,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00047717,MP0066,V031680,7090000.0,Sanitation,CHENNAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,41.22,0.0,35.1,0.0,17.73,20.29,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00067690,MP0074,V037757,6970000.0,Community Development,LATUR-4,Maharashtra,NONE,INDEPENDENT,False,False,41.47,0.0,52.9,0.0,4.55,21.06,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00087296,MP0011,V021941,8050000.0,Water Supply,KOTA-5,Rajasthan,NONE,INDEPENDENT,False,False,48.74,0.0,46.9,0.0,47.08,28.72,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00068384,MP0090,V013633,2010000.0,Healthcare,COIMBATORE-1,Tamil Nadu,NONE,INDEPENDENT,False,False,9.17,0.0,60.25,0.0,24.24,15.42,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00090583,MP0024,V004370,4970000.0,Healthcare,BHOPAL-2,Madhya Pradesh,NONE,INDEPENDENT,False,False,37.7,0.0,11.8,0.0,29.17,17.46,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00067119,MP0032,V045844,5450000.0,Public Infrastructure,MYSURU-4,Karnataka,NONE,INDEPENDENT,False,False,39.83,0.0,68.18,0.0,37.68,27.83,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00033453,MP0057,V030410,1870000.0,Community Development,SILIGURI-2,West Bengal,NONE,INDEPENDENT,False,False,17.04,0.0,26.08,0.0,14.95,11.27,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00093555,MP0096,V021705,6390000.0,Agriculture,PUNE-3,Maharashtra,NONE,INDEPENDENT,False,False,43.38,0.0,54.12,0.0,40.3,27.18,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00003871,MP0041,V010772,4470000.0,Road,LATUR-3,Maharashtra,NONE,INDEPENDENT,False,False,42.13,0.0,51.6,0.0,30.55,24.96,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00020598,MP0048,V023989,5120000.0,Electricity,AURANGABAD-4,Bihar,NONE,INDEPENDENT,False,False,44.45,0.0,11.15,0.0,18.64,17.8,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00037234,MP0046,V044701,6270000.0,Electricity,WARANGAL-3,Telangana,NONE,INDEPENDENT,False,False,50.46,0.0,93.72,0.0,17.37,31.8,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 50.5/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0046 (Allocation Risk: 93.7)
P00094913,MP0021,V028438,9470000.0,Agriculture,KARIMNAGAR-3,Telangana,NONE,INDEPENDENT,False,False,58.2,0.0,26.38,0.0,28.6,25.71,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 58.2/100
P00019405,MP0039,V026975,6390000.0,Sanitation,TIRUCHIRAPPALLI-2,Tamil Nadu,NONE,INDEPENDENT,False,False,42.32,0.0,39.2,0.0,30.89,23.21,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00032151,MP0072,V028219,9510000.0,Education,INDORE-1,Madhya Pradesh,NONE,INDEPENDENT,False,False,57.82,0.0,30.2,0.0,46.24,28.81,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.8/100
P00094019,MP0072,V029484,9350000.0,Road,INDORE-1,Madhya Pradesh,NONE,INDEPENDENT,False,False,54.07,0.0,30.2,0.0,49.07,28.11,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 54.1/100
P00021498,MP0096,V020109,4690000.0,Electricity,PUNE-3,Maharashtra,NONE,INDEPENDENT,False,False,68.99,0.0,54.12,0.0,6.67,29.82,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 69.0/100
P00050775,MP0099,V019637,9960000.0,Water Supply,BALLARI-2,Karnataka,NONE,INDEPENDENT,False,False,52.75,0.0,33.62,0.0,22.42,24.23,LOW,[ML_ANOMALY] Physical/financial anomaly score 52.8/100
P00083540,MP0058,V008244,4660000.0,Sanitation,KANPUR-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,43.19,0.0,27.65,0.0,41.68,23.36,LOW,Parameters within standard vigilance tolerances across all forensic layers
