Vendor_ID,Vendor_Name,Registration_ID,Bank_Account_ID,Syndicate_ID,Syndicate_Size,Projects_Awarded,Total_Sanctioned_Value,State,District,Shared_Bank_Account_Flag,Requires_Audit,Evidence_Reasons
V000218,Contractor Company 000218,REG0000218,BANK000036,SYN_BANK000036,10,3,22090000,Gujarat,Ahmedabad,True,True,"Entity shares Bank Account BANK000036 with 9 other contractors (Syndicate ID: SYN_BANK000036, Members: 10). Syndicate holds 20 projects totaling INR 119,370,000. Audit verification recommended."
V000360,Contractor Company 000360,REG0000360,BANK000079,SYN_BANK000079,11,3,21960000,Tamil Nadu,Tiruchirappalli,True,True,"Entity shares Bank Account BANK000079 with 10 other contractors (Syndicate ID: SYN_BANK000079, Members: 11). Syndicate holds 24 projects totaling INR 111,660,000. Audit verification recommended."
V000613,Contractor Company 000613,REG0000613,BANK000080,SYN_BANK000080,8,4,21920000,Tamil Nadu,Coimbatore,True,True,"Entity shares Bank Account BANK000080 with 7 other contractors (Syndicate ID: SYN_BANK000080, Members: 8). Syndicate holds 17 projects totaling INR 101,510,000. Audit verification recommended."
V000123,Contractor Company 000123,REG0000123,BANK000044,SYN_BANK000044,11,4,21900000,Rajasthan,Kota,True,True,"Entity shares Bank Account BANK000044 with 10 other contractors (Syndicate ID: SYN_BANK000044, Members: 11). Syndicate holds 29 projects totaling INR 149,420,000. Audit verification recommended."
V000956,Contractor Company 000956,REG0000956,BANK000070,SYN_BANK000070,8,3,21860000,Maharashtra,Satara,True,True,"Entity shares Bank Account BANK000070 with 7 other contractors (Syndicate ID: SYN_BANK000070, Members: 8). Syndicate holds 13 projects totaling INR 70,500,000. Audit verification recommended."
V000064,Contractor Company 000064,REG0000064,BANK000057,SYN_BANK000057,15,4,21790000,Bihar,Aurangabad,True,True,"Entity shares Bank Account BANK000057 with 14 other contractors (Syndicate ID: SYN_BANK000057, Members: 15). Syndicate holds 29 projects totaling INR 136,490,000. Audit verification recommended."
V000229,Contractor Company 000229,REG0000229,BANK000091,SYN_BANK000091,12,3,21780000,Rajasthan,Ajmer,True,True,"Entity shares Bank Account BANK000091 with 11 other contractors (Syndicate ID: SYN_BANK000091, Members: 12). Syndicate holds 28 projects totaling INR 163,240,000. Audit verification recommended."
V000390,Contractor Company 000390,REG0000390,BANK000003,SYN_BANK000003,4,3,21780000,Maharashtra,Kolhapur,True,True,"Entity shares Bank Account BANK000003 with 3 other contractors (Syndicate ID: SYN_BANK000003, Members: 4). Syndicate holds 8 projects totaling INR 47,430,000. Audit verification recommended."
V000438,Contractor Company 000438,REG0000438,BANK000040,SYN_BANK000040,11,3,21740000,Gujarat,Vadodara,True,True,"Entity shares Bank Account BANK000040 with 10 other contractors (Syndicate ID: SYN_BANK000040, Members: 11). Syndicate holds 24 projects totaling INR 153,720,000. Audit verification recommended."
V000112,Contractor Company 000112,REG0000112,BANK000056,SYN_BANK000056,14,4,21690000,Telangana,Hyderabad,True,True,"Entity shares Bank Account BANK000056 with 13 other contractors (Syndicate ID: SYN_BANK000056, Members: 14). Syndicate holds 38 projects totaling INR 192,810,000. Audit verification recommended."
V000459,Contractor Company 000459,REG0000459,BANK000087,SYN_BANK000087,7,4,21470000,Bihar,Aurangabad,True,True,"Entity shares Bank Account BANK000087 with 6 other contractors (Syndicate ID: SYN_BANK000087, Members: 7). Syndicate holds 13 projects totaling INR 62,920,000. Audit verification recommended."
V000595,Contractor Company 000595,REG0000595,BANK000054,SYN_BANK000054,11,3,21370000,Uttar Pradesh,Prayagraj,True,True,"Entity shares Bank Account BANK000054 with 10 other contractors (Syndicate ID: SYN_BANK000054, Members: 11). Syndicate holds 28 projects totaling INR 160,040,000. Audit verification recommended."
V000637,Contractor Company 000637,REG0000637,BANK000003,SYN_BANK000003,4,3,21250000,Karnataka,Hubballi,True,True,"Entity shares Bank Account BANK000003 with 3 other contractors (Syndicate ID: SYN_BANK000003, Members: 4). Syndicate holds 8 projects totaling INR 47,430,000. Audit verification recommended."
V000834,Contractor Company 000834,REG0000834,BANK000013,SYN_BANK000013,10,3,21210000,Rajasthan,Jaipur,True,True,"Entity shares Bank Account BANK000013 with 9 other contractors (Syndicate ID: SYN_BANK000013, Members: 10). Syndicate holds 11 projects totaling INR 57,360,000. Audit verification recommended."
V000584,Contractor Company 000584,REG0000584,BANK000008,SYN_BANK000008,8,4,21130000,Karnataka,Ballari,True,True,"Entity shares Bank Account BANK000008 with 7 other contractors (Syndicate ID: SYN_BANK000008, Members: 8). Syndicate holds 22 projects totaling INR 97,830,000. Audit verification recommended."
V000065,Contractor Company 000065,REG0000065,BANK000037,SYN_BANK000037,12,3,21110000,Karnataka,Ballari,True,True,"Entity shares Bank Account BANK000037 with 11 other contractors (Syndicate ID: SYN_BANK000037, Members: 12). Syndicate holds 27 projects totaling INR 144,200,000. Audit verification recommended."
V000021,Contractor Company 000021,REG0000021,BANK000056,SYN_BANK000056,14,3,21070000,Karnataka,Bengaluru,True,True,"Entity shares Bank Account BANK000056 with 13 other contractors (Syndicate ID: SYN_BANK000056, Members: 14). Syndicate holds 38 projects totaling INR 192,810,000. Audit verification recommended."
V000778,Contractor Company 000778,REG0000778,BANK000060,SYN_BANK000060,17,3,21050000,Madhya Pradesh,Gwalior,True,True,"Entity shares Bank Account BANK000060 with 16 other contractors (Syndicate ID: SYN_BANK000060, Members: 17). Syndicate holds 35 projects totaling INR 191,640,000. Audit verification recommended."
V000511,Contractor Company 000511,REG0000511,BANK000046,SYN_BANK000046,12,3,20950000,Bihar,Aurangabad,True,True,"Entity shares Bank Account BANK000046 with 11 other contractors (Syndicate ID: SYN_BANK000046, Members: 12). Syndicate holds 34 projects totaling INR 184,090,000. Audit verification recommended."
V000849,Contractor Company 000849,REG0000849,BANK000014,SYN_BANK000014,9,6,20940000,Rajasthan,Kota,True,True,"Entity shares Bank Account BANK000014 with 8 other contractors (Syndicate ID: SYN_BANK000014, Members: 9). Syndicate holds 19 projects totaling INR 98,930,000. Audit verification recommended."
V000079,Contractor Company 000079,REG0000079,BANK000035,SYN_BANK000035,13,3,20830000,Telangana,Warangal,True,True,"Entity shares Bank Account BANK000035 with 12 other contractors (Syndicate ID: SYN_BANK000035, Members: 13). Syndicate holds 27 projects totaling INR 142,230,000. Audit verification recommended."
V000946,Contractor Company 000946,REG0000946,BANK000091,SYN_BANK000091,12,4,20810000,Telangana,Karimnagar,True,True,"Entity shares Bank Account BANK000091 with 11 other contractors (Syndicate ID: SYN_BANK000091, Members: 12). Syndicate holds 28 projects totaling INR 163,240,000. Audit verification recommended."
V000264,Contractor Company 000264,REG0000264,BANK000085,SYN_BANK000085,16,4,20670000,Madhya Pradesh,Bhopal,True,True,"Entity shares Bank Account BANK000085 with 15 other contractors (Syndicate ID: SYN_BANK000085, Members: 16). Syndicate holds 28 projects totaling INR 134,570,000. Audit verification recommended."
V000406,Contractor Company 000406,REG0000406,BANK000026,SYN_BANK000026,6,3,20630000,Gujarat,Vadodara,True,True,"Entity shares Bank Account BANK000026 with 5 other contractors (Syndicate ID: SYN_BANK000026, Members: 6). Syndicate holds 12 projects totaling INR 66,670,000. Audit verification recommended."
V000907,Contractor Company 000907,REG0000907,BANK000045,SYN_BANK000045,10,4,20620000,Tamil Nadu,Salem,True,True,"Entity shares Bank Account BANK000045 with 9 other contractors (Syndicate ID: SYN_BANK000045, Members: 10). Syndicate holds 23 projects totaling INR 107,750,000. Audit verification recommended."
V000649,Contractor Company 000649,REG0000649,BANK000029,SYN_BANK000029,10,3,20560000,Tamil Nadu,Coimbatore,True,True,"Entity shares Bank Account BANK000029 with 9 other contractors (Syndicate ID: SYN_BANK000029, Members: 10). Syndicate holds 16 projects totaling INR 91,430,000. Audit verification recommended."
V000935,Contractor Company 000935,REG0000935,BANK000066,SYN_BANK000066,10,3,20540000,Rajasthan,Jodhpur,True,True,"Entity shares Bank Account BANK000066 with 9 other contractors (Syndicate ID: SYN_BANK000066, Members: 10). Syndicate holds 15 projects totaling INR 79,170,000. Audit verification recommended."
V000526,Contractor Company 000526,REG0000526,BANK000079,SYN_BANK000079,11,4,20480000,Maharashtra,Nashik,True,True,"Entity shares Bank Account BANK000079 with 10 other contractors (Syndicate ID: SYN_BANK000079, Members: 11). Syndicate holds 24 projects totaling INR 111,660,000. Audit verification recommended."
V000960,Contractor Company 000960,REG0000960,BANK000016,SYN_BANK000016,7,4,20430000,Karnataka,Mysuru,True,True,"Entity shares Bank Account BANK000016 with 6 other contractors (Syndicate ID: SYN_BANK000016, Members: 7). Syndicate holds 13 projects totaling INR 63,580,000. Audit verification recommended."
V000070,Contractor Company 000070,REG0000070,BANK000054,SYN_BANK000054,11,4,20230000,Bihar,Patna,True,True,"Entity shares Bank Account BANK000054 with 10 other contractors (Syndicate ID: SYN_BANK000054, Members: 11). Syndicate holds 28 projects totaling INR 160,040,000. Audit verification recommended."
V000429,Contractor Company 000429,REG0000429,BANK000021,SYN_BANK000021,10,3,20220000,Tamil Nadu,Tiruchirappalli,True,True,"Entity shares Bank Account BANK000021 with 9 other contractors (Syndicate ID: SYN_BANK000021, Members: 10). Syndicate holds 21 projects totaling INR 120,740,000. Audit verification recommended."
V000183,Contractor Company 000183,REG0000183,BANK000095,SYN_BANK000095,11,4,20070000,Maharashtra,Kolhapur,True,True,"Entity shares Bank Account BANK000095 with 10 other contractors (Syndicate ID: SYN_BANK000095, Members: 11). Syndicate holds 23 projects totaling INR 137,970,000. Audit verification recommended."
V000756,Contractor Company 000756,REG0000756,BANK000041,SYN_BANK000041,13,4,19890000,Uttar Pradesh,Prayagraj,True,True,"Entity shares Bank Account BANK000041 with 12 other contractors (Syndicate ID: SYN_BANK000041, Members: 13). Syndicate holds 26 projects totaling INR 160,270,000. Audit verification recommended."
V000011,Contractor Company 000011,REG0000011,BANK000026,SYN_BANK000026,6,4,19850000,Telangana,Warangal,True,True,"Entity shares Bank Account BANK000026 with 5 other contractors (Syndicate ID: SYN_BANK000026, Members: 6). Syndicate holds 12 projects totaling INR 66,670,000. Audit verification recommended."
V000623,Contractor Company 000623,REG0000623,BANK000021,SYN_BANK000021,10,3,19830000,West Bengal,Durgapur,True,True,"Entity shares Bank Account BANK000021 with 9 other contractors (Syndicate ID: SYN_BANK000021, Members: 10). Syndicate holds 21 projects totaling INR 120,740,000. Audit verification recommended."
V000966,Contractor Company 000966,REG0000966,BANK000036,SYN_BANK000036,10,4,19800000,Rajasthan,Udaipur,True,True,"Entity shares Bank Account BANK000036 with 9 other contractors (Syndicate ID: SYN_BANK000036, Members: 10). Syndicate holds 20 projects totaling INR 119,370,000. Audit verification recommended."
V000991,Contractor Company 000991,REG0000991,BANK000001,SYN_BANK000001,7,4,19790000,Telangana,Karimnagar,True,True,"Entity shares Bank Account BANK000001 with 6 other contractors (Syndicate ID: SYN_BANK000001, Members: 7). Syndicate holds 17 projects totaling INR 68,100,000. Audit verification recommended."
V000971,Contractor Company 000971,REG0000971,BANK000036,SYN_BANK000036,10,3,19710000,Uttar Pradesh,Lucknow,True,True,"Entity shares Bank Account BANK000036 with 9 other contractors (Syndicate ID: SYN_BANK000036, Members: 10). Syndicate holds 20 projects totaling INR 119,370,000. Audit verification recommended."
V000462,Contractor Company 000462,REG0000462,BANK000021,SYN_BANK000021,10,5,19670000,Tamil Nadu,Salem,True,True,"Entity shares Bank Account BANK000021 with 9 other contractors (Syndicate ID: SYN_BANK000021, Members: 10). Syndicate holds 21 projects totaling INR 120,740,000. Audit verification recommended."
V000086,Contractor Company 000086,REG0000086,BANK000060,SYN_BANK000060,17,3,19630000,Uttar Pradesh,Kanpur,True,True,"Entity shares Bank Account BANK000060 with 16 other contractors (Syndicate ID: SYN_BANK000060, Members: 17). Syndicate holds 35 projects totaling INR 191,640,000. Audit verification recommended."
V000919,Contractor Company 000919,REG0000919,BANK000058,SYN_BANK000058,15,4,19630000,West Bengal,Howrah,True,True,"Entity shares Bank Account BANK000058 with 14 other contractors (Syndicate ID: SYN_BANK000058, Members: 15). Syndicate holds 30 projects totaling INR 167,760,000. Audit verification recommended."
V000725,Contractor Company 000725,REG0000725,BANK000024,SYN_BANK000024,9,4,19490000,Madhya Pradesh,Gwalior,True,True,"Entity shares Bank Account BANK000024 with 8 other contractors (Syndicate ID: SYN_BANK000024, Members: 9). Syndicate holds 18 projects totaling INR 84,450,000. Audit verification recommended."
V000416,Contractor Company 000416,REG0000416,BANK000060,SYN_BANK000060,17,3,19470000,Karnataka,Dharwad,True,True,"Entity shares Bank Account BANK000060 with 16 other contractors (Syndicate ID: SYN_BANK000060, Members: 17). Syndicate holds 35 projects totaling INR 191,640,000. Audit verification recommended."
V000483,Contractor Company 000483,REG0000483,BANK000039,SYN_BANK000039,10,3,19370000,Madhya Pradesh,Indore,True,True,"Entity shares Bank Account BANK000039 with 9 other contractors (Syndicate ID: SYN_BANK000039, Members: 10). Syndicate holds 20 projects totaling INR 112,010,000. Audit verification recommended."
V000038,Contractor Company 000038,REG0000038,BANK000056,SYN_BANK000056,14,3,19350000,Madhya Pradesh,Indore,True,True,"Entity shares Bank Account BANK000056 with 13 other contractors (Syndicate ID: SYN_BANK000056, Members: 14). Syndicate holds 38 projects totaling INR 192,810,000. Audit verification recommended."
V000325,Contractor Company 000325,REG0000325,BANK000065,SYN_BANK000065,17,3,19340000,Karnataka,Mysuru,True,True,"Entity shares Bank Account BANK000065 with 16 other contractors (Syndicate ID: SYN_BANK000065, Members: 17). Syndicate holds 35 projects totaling INR 205,740,000. Audit verification recommended."
V000381,Contractor Company 000381,REG0000381,BANK000077,SYN_BANK000077,14,2,19230000,Bihar,Bhagalpur,True,True,"Entity shares Bank Account BANK000077 with 13 other contractors (Syndicate ID: SYN_BANK000077, Members: 14). Syndicate holds 22 projects totaling INR 131,900,000. Audit verification recommended."
V000533,Contractor Company 000533,REG0000533,BANK000050,SYN_BANK000050,15,3,19220000,Rajasthan,Kota,True,True,"Entity shares Bank Account BANK000050 with 14 other contractors (Syndicate ID: SYN_BANK000050, Members: 15). Syndicate holds 21 projects totaling INR 121,090,000. Audit verification recommended."
V000591,Contractor Company 000591,REG0000591,BANK000031,SYN_BANK000031,11,3,19220000,Karnataka,Dharwad,True,True,"Entity shares Bank Account BANK000031 with 10 other contractors (Syndicate ID: SYN_BANK000031, Members: 11). Syndicate holds 23 projects totaling INR 132,310,000. Audit verification recommended."
V000625,Contractor Company 000625,REG0000625,BANK000044,SYN_BANK000044,11,3,19210000,Madhya Pradesh,Ujjain,True,True,"Entity shares Bank Account BANK000044 with 10 other contractors (Syndicate ID: SYN_BANK000044, Members: 11). Syndicate holds 29 projects totaling INR 149,420,000. Audit verification recommended."
V000588,Contractor Company 000588,REG0000588,BANK000094,SYN_BANK000094,10,4,19180000,Rajasthan,Kota,True,True,"Entity shares Bank Account BANK000094 with 9 other contractors (Syndicate ID: SYN_BANK000094, Members: 10). Syndicate holds 17 projects totaling INR 94,760,000. Audit verification recommended."
