Project_ID,ML_Anomaly_Score,Graph_Risk_Score,Photo_Risk_Score,Work_Splitting_Score,Vendor_Concentration_Score,Utilization_Risk_Score,Final_Risk_Score,Risk_Level
P00000628,7,16,0,15,14,4,9,Low
P00000629,9,26,0,31,7,3,12,Low
P00000630,68,32,0,15,33,55,33,Low
P00000631,30,16,0,29,29,2,17,Low
P00000632,25,16,0,29,46,6,20,Low
P00000633,19,35,0,5,32,2,15,Low
P00000634,35,26,0,24,24,0,18,Low
P00000635,7,10,0,16,26,2,10,Low
P00000636,7,33,0,7,22,2,11,Low
P00000637,34,29,0,18,13,3,16,Low
P00000638,23,14,70,17,35,3,27,Low
P00000639,6,29,0,23,7,4,11,Low
P00000640,21,18,0,20,11,2,12,Low
P00000641,13,24,0,27,31,2,16,Low
P00000642,33,23,0,8,33,2,16,Low
P00000643,10,21,0,13,16,4,10,Low
P00000644,7,22,0,19,17,2,11,Low
P00000645,18,30,0,5,78,5,22,Low
P00000646,5,23,70,35,19,0,25,Low
P00000647,9,16,0,18,35,22,16,Low
P00000648,5,11,0,12,74,1,17,Low
P00000649,8,34,0,6,35,2,14,Low
P00000650,19,55,0,8,17,2,16,Low
P00000651,9,7,0,12,5,2,5,Low
P00000652,6,35,0,33,30,1,17,Low
P00000653,28,23,0,30,23,33,22,Low
P00000654,33,20,0,11,5,34,17,Low
P00000655,23,14,0,17,16,7,12,Low
P00000656,27,10,0,12,23,2,12,Low
P00000657,24,28,0,16,5,7,13,Low
P00000658,31,28,0,25,18,1,17,Low
P00000659,17,25,0,8,35,1,14,Low
P00000660,21,13,70,7,6,0,19,Low
P00000661,82,24,0,16,16,46,30,Low
P00000662,12,60,0,29,35,2,23,Low
P00000663,7,30,0,15,59,5,19,Low
P00000664,22,18,0,35,25,2,17,Low
P00000665,22,27,70,18,38,2,29,Low
P00000666,16,54,30,11,13,30,25,Low
P00000667,28,20,0,32,6,3,14,Low
P00000668,33,10,0,24,27,3,16,Low
P00000669,14,23,30,24,34,3,21,Low
P00000670,7,11,0,35,5,0,9,Low
P00000671,15,77,0,26,52,4,29,Low
P00000672,21,8,0,16,19,0,10,Low
P00000673,34,14,0,17,15,4,14,Low
P00000674,23,23,0,24,69,1,23,Low
P00000675,23,76,0,28,31,1,26,Low
P00000676,20,21,30,26,22,2,20,Low
P00000677,18,27,0,18,26,4,15,Low
P00000678,33,32,70,33,32,5,34,Low
P00000679,11,25,0,30,12,5,13,Low
P00000680,13,24,0,5,5,2,8,Low
P00000681,21,17,0,31,5,4,13,Low
P00000682,33,5,0,22,58,7,20,Low
P00000683,28,25,0,25,15,0,15,Low
P00000684,15,14,0,7,20,6,10,Low
P00000685,11,32,0,30,26,2,16,Low
P00000686,23,15,0,17,30,7,15,Low
P00000687,29,24,0,34,7,0,15,Low
P00000688,6,12,0,25,10,32,14,Low
P00000689,33,9,0,9,16,1,11,Low
P00000690,11,28,0,32,31,2,17,Low
P00000691,19,11,0,32,80,2,24,Low
P00000692,33,72,0,29,13,0,24,Low
P00000693,23,31,0,35,35,0,20,Low
P00000694,20,29,0,9,5,5,11,Low
P00000695,33,23,0,11,20,6,15,Low
P00000696,35,6,0,12,63,1,19,Low
P00000697,23,20,0,34,8,2,14,Low
P00000698,29,26,70,14,11,6,26,Low
P00000699,17,30,0,7,53,4,18,Low
P00000700,17,6,0,23,23,21,15,Low
P00000701,27,66,0,26,7,3,21,Low
P00000702,31,8,0,19,32,1,15,Low
P00000703,8,83,0,9,55,1,26,Low
P00000704,17,35,0,27,18,6,17,Low
P00000705,13,24,70,16,9,4,22,Low
P00000706,26,31,0,5,21,2,14,Low
P00000707,5,26,0,11,6,3,8,Low
P00000708,62,32,0,23,21,55,32,Low
P00000709,32,15,0,22,26,0,15,Low
P00000710,34,17,0,26,65,0,23,Low
P00000711,22,7,0,23,10,4,11,Low
P00000712,35,11,0,35,17,48,24,Low
P00000713,11,35,0,5,33,0,14,Low
P00000714,6,19,70,18,27,2,23,Low
P00000715,14,14,30,23,17,5,17,Low
P00000716,18,12,0,23,13,6,12,Low
P00000717,13,6,0,22,48,2,15,Low
P00000718,35,26,0,30,25,4,20,Low
P00000719,6,50,0,28,31,4,19,Low
P00000720,21,14,0,26,30,3,15,Low
P00000721,23,7,0,22,33,5,15,Low
P00000722,5,33,0,9,7,2,9,Low
P00000723,28,50,0,20,31,5,22,Low
P00000724,21,18,0,8,7,24,13,Low
P00000725,13,23,0,30,24,3,15,Low
P00000726,18,21,0,6,7,4,9,Low
P00000727,32,8,70,34,25,3,28,Low
P00000728,34,16,0,16,6,4,12,Low
P00000729,15,19,0,30,28,4,16,Low
P00000730,25,30,0,22,14,4,15,Low
P00000731,27,15,0,8,19,2,11,Low
P00000732,29,20,0,24,25,0,16,Low
P00000733,9,50,0,31,21,0,18,Low
P00000734,25,32,0,6,26,29,19,Low
P00000735,33,64,0,15,28,1,23,Low
P00000736,13,28,0,25,9,6,13,Low
P00000737,25,31,0,29,27,2,19,Low
P00000738,24,19,70,28,65,1,34,Low
P00000739,33,86,0,17,17,4,26,Low
P00000740,9,18,0,25,34,2,14,Low
P00000741,15,19,0,20,81,2,22,Low
P00000742,33,29,0,7,18,5,15,Low
P00000743,5,32,0,13,9,3,10,Low
P00000744,21,5,30,33,12,4,17,Low
P00000745,26,30,0,29,23,5,18,Low
P00000746,32,88,0,5,72,5,33,Low
P00000747,8,35,0,30,28,5,17,Low
P00000748,8,29,0,19,31,1,14,Low
P00000749,10,34,70,19,31,0,27,Low
P00000750,24,10,0,19,21,0,12,Low
P00000751,35,16,0,35,21,5,18,Low
P00000752,24,5,0,32,31,2,15,Low
P00000753,6,29,0,22,18,2,12,Low
P00000754,65,6,0,30,17,50,28,Low
P00000755,22,20,70,35,5,2,25,Low
P00000756,27,28,0,34,15,7,18,Low
P00000757,24,21,70,28,31,4,29,Low
P00000758,22,63,0,22,5,4,19,Low
P00000759,33,21,70,12,5,3,24,Low
P00000760,21,11,70,17,19,6,24,Low
P00000761,17,22,0,7,70,6,20,Low
P00000762,24,5,0,33,24,5,15,Low
P00000763,11,9,0,10,33,1,10,Low
P00000764,10,12,0,30,12,0,10,Low
P00000765,31,12,0,26,28,1,16,Low
P00000766,12,18,0,28,22,3,13,Low
P00000767,5,14,0,14,8,34,12,Low
P00000768,9,15,0,5,75,6,18,Low
P00000769,14,20,0,7,25,0,11,Low
P00000770,5,77,0,35,35,6,26,Low
P00000771,14,5,70,12,68,4,28,Low
P00000772,27,24,0,11,23,5,15,Low
P00000773,22,22,0,34,5,7,15,Low
P00000774,22,8,0,5,11,1,7,Low
P00000775,27,15,0,15,74,2,22,Low
P00000776,32,16,30,21,5,1,17,Low
P00000777,16,28,0,16,8,1,11,Low
P00000778,14,10,0,11,7,0,7,Low
P00000779,30,12,0,12,28,2,14,Low
P00000780,22,6,0,30,34,3,15,Low
P00000781,34,19,0,32,21,7,18,Low
P00000782,8,16,0,29,12,2,11,Low
P00000783,17,29,0,18,26,3,15,Low
P00000784,20,8,0,23,22,5,13,Low
P00000785,34,27,0,35,18,1,19,Low
P00000786,32,6,0,31,16,0,14,Low
P00000787,34,20,70,5,5,2,22,Low
P00000788,22,12,0,29,35,1,16,Low
P00000789,27,15,30,12,34,6,20,Low
P00000790,29,9,0,7,16,33,15,Low
P00000791,29,5,0,6,28,2,11,Low
P00000792,19,59,0,31,16,5,21,Low
P00000793,27,33,70,15,17,5,27,Low
P00000794,6,14,0,11,21,4,9,Low
P00000795,27,23,0,6,60,4,20,Low
P00000796,23,35,0,10,11,4,13,Low
P00000797,26,11,0,27,32,25,20,Low
P00000798,8,12,0,30,35,6,15,Low
P00000799,20,21,0,29,29,38,22,Low
P00000800,24,14,0,21,25,2,14,Low
P00000801,32,73,0,15,8,2,21,Low
P00000802,22,13,0,32,16,5,14,Low
P00000803,19,23,0,21,26,0,14,Low
P00000804,31,11,0,7,27,1,12,Low
P00000805,30,18,0,29,17,5,16,Low
P00000806,8,60,70,21,22,2,30,Low
P00000807,22,13,0,27,11,5,13,Low
P00000808,8,23,0,20,34,0,14,Low
P00000809,25,22,0,22,6,1,12,Low
P00000810,12,29,0,30,34,5,18,Low
P00000811,27,73,0,18,6,5,21,Low
P00000812,21,8,0,14,35,2,13,Low
P00000813,14,16,0,23,31,7,15,Low
P00000814,17,30,0,29,31,3,18,Low
P00000815,28,57,0,13,63,6,27,Low
P00000816,25,27,0,16,30,2,16,Low
P00000817,7,18,0,14,13,5,9,Low
P00000818,27,34,0,33,6,0,16,Low
P00000819,30,33,0,32,22,4,20,Low
P00000820,29,21,0,17,28,1,16,Low
P00000821,31,11,0,26,12,6,14,Low
P00000822,30,67,0,31,5,3,22,Low
P00000823,19,16,0,18,20,1,12,Low
P00000824,17,15,30,5,32,5,17,Low
P00000825,14,31,0,9,18,1,12,Low
P00000826,30,15,0,21,23,6,15,Low
P00000827,33,15,0,24,7,5,14,Low
P00000828,11,77,0,6,22,32,24,Low
P00000829,23,7,0,19,30,6,14,Low
P00000830,19,15,0,14,24,3,12,Low
P00000831,18,31,0,32,14,4,16,Low
P00000832,26,12,0,18,10,0,11,Low
P00000833,8,25,0,5,22,1,10,Low
P00000834,21,18,0,14,21,3,12,Low
P00000835,34,23,0,8,25,5,15,Low
P00000836,33,13,0,13,23,1,13,Low
P00000837,17,13,0,25,24,6,14,Low
P00000838,31,9,0,21,73,5,23,Low
P00000839,33,7,0,25,23,39,21,Low
P00000840,15,30,0,11,34,0,15,Low
P00000841,16,14,0,28,24,3,14,Low
P00000842,12,24,0,28,29,5,16,Low
P00000843,14,27,0,21,26,3,15,Low
P00000844,17,59,0,20,7,4,17,Low
P00000845,27,28,0,19,56,3,22,Low
P00000846,17,5,0,28,55,0,17,Low
P00000847,22,21,0,28,20,4,15,Low
P00000848,23,64,0,9,6,1,17,Low
P00000849,25,18,0,14,31,23,18,Low
P00000850,32,11,0,11,39,3,16,Low
P00000851,63,24,30,27,16,56,36,Medium
P00000852,33,23,0,11,10,0,12,Low
P00000853,7,29,0,7,27,1,11,Low
P00000854,32,60,0,28,9,1,21,Low
P00000855,7,19,0,9,29,4,11,Low
P00000856,31,6,0,21,15,3,12,Low
P00000857,17,22,70,15,35,30,31,Low
P00000858,12,34,0,27,19,3,15,Low
P00000859,15,10,0,13,18,2,9,Low
P00000860,7,44,0,34,18,0,17,Low
P00000861,29,18,0,30,23,5,17,Low
P00000862,14,12,0,21,89,1,22,Low
P00000863,9,13,0,34,9,5,11,Low
P00000864,7,16,0,5,22,2,8,Low
P00000865,27,18,0,23,24,5,16,Low
P00000866,7,54,0,27,19,7,19,Low
P00000867,17,32,0,35,6,0,15,Low
P00000868,11,75,0,12,21,6,20,Low
P00000869,23,28,0,34,26,2,18,Low
P00000870,12,66,0,24,30,3,22,Low
P00000871,20,9,0,18,23,0,11,Low
P00000872,26,25,0,34,27,6,19,Low
P00000873,12,14,0,29,17,1,12,Low
P00000874,32,26,0,7,85,5,25,Low
P00000875,23,60,0,27,35,4,24,Low
P00000876,18,15,0,9,30,6,13,Low
P00000877,19,71,70,23,10,0,32,Low
P00000878,16,9,0,10,23,3,10,Low
P00000879,16,34,0,26,84,3,27,Low
P00000880,33,73,0,12,19,4,23,Low
P00000881,15,31,0,7,28,0,13,Low
P00000882,7,14,0,5,23,1,8,Low
P00000883,24,6,70,14,6,1,20,Low
P00000884,16,19,30,12,17,1,15,Low
P00000885,31,23,0,18,25,2,16,Low
P00000886,15,11,0,13,19,3,10,Low
P00000887,18,43,0,22,27,7,19,Low
P00000888,5,32,0,19,6,7,11,Low
P00000889,26,11,0,24,14,2,12,Low
P00000890,14,26,0,14,17,0,11,Low
P00000891,25,19,0,15,7,2,11,Low
P00000892,14,20,0,35,19,2,15,Low
P00000893,26,14,0,30,12,3,14,Low
P00000894,23,5,0,29,7,2,11,Low
P00000895,12,91,0,8,17,6,22,Low
P00000896,34,35,0,7,15,2,15,Low
P00000897,29,9,0,34,16,6,15,Low
P00000898,26,63,0,27,27,6,24,Low
P00000899,34,25,0,21,66,5,25,Low
P00000900,15,32,0,6,7,6,11,Low
P00000901,22,33,0,18,63,3,23,Low
P00000902,24,61,0,15,22,6,21,Low
P00000903,25,35,0,27,11,3,16,Low
P00000904,25,7,0,10,8,23,12,Low
P00000905,19,18,0,6,18,5,11,Low
P00000906,19,23,70,35,60,1,34,Low
P00000907,13,11,0,22,60,1,17,Low
P00000908,83,5,0,10,5,47,25,Low
P00000909,6,12,0,35,6,1,10,Low
P00000910,8,27,70,26,8,2,23,Low
P00000911,11,9,0,26,7,2,9,Low
P00000912,14,34,0,26,29,4,17,Low
P00000913,43,32,70,24,32,42,40,Medium
P00000914,25,25,0,21,13,5,14,Low
P00000915,17,7,70,16,16,0,21,Low
P00000916,11,10,70,6,34,0,21,Low
P00000917,8,5,0,5,24,3,7,Low
P00000918,13,72,0,33,13,5,22,Low
P00000919,24,34,0,30,11,2,16,Low
P00000920,13,29,30,22,25,4,20,Low
P00000921,15,18,70,23,15,4,24,Low
P00000922,13,20,0,28,33,3,16,Low
P00000923,12,16,0,13,35,32,18,Low
P00000924,10,16,0,34,11,1,12,Low
P00000925,32,30,0,9,14,39,20,Low
P00000926,20,17,0,31,33,2,17,Low
P00000927,7,5,0,5,13,30,10,Low
P00000928,21,48,0,11,14,2,16,Low
P00000929,31,29,0,11,8,1,13,Low
P00000930,22,34,0,32,82,1,28,Low
P00000931,21,17,30,15,7,2,15,Low
P00000932,16,32,0,22,32,4,17,Low
P00000933,5,16,0,31,10,0,10,Low
P00000934,6,46,0,13,28,3,16,Low
P00000935,27,25,0,35,10,4,16,Low
P00000936,22,84,0,31,11,7,25,Low
P00000937,5,15,30,6,25,6,14,Low
P00000938,18,6,0,26,9,0,9,Low
P00000939,8,74,0,26,27,0,22,Low
P00000940,14,17,0,10,12,17,11,Low
P00000941,31,22,0,33,12,3,16,Low
P00000942,15,12,0,17,18,6,11,Low
P00000943,8,89,0,29,6,3,22,Low
P00000944,35,18,0,10,12,3,13,Low
P00000945,16,13,0,30,27,1,14,Low
P00000946,13,12,0,26,23,0,12,Low
P00000947,28,21,0,10,6,1,11,Low
P00000948,31,15,0,29,25,5,17,Low
P00000949,10,35,0,33,24,0,17,Low
P00000950,50,6,0,35,28,42,26,Low
P00000951,31,66,0,5,32,6,23,Low
P00000952,10,12,0,15,20,5,10,Low
P00000953,21,11,0,31,26,3,15,Low
P00000954,12,26,0,24,7,0,11,Low
P00000955,28,59,0,25,14,7,22,Low
P00000956,7,64,0,26,16,5,19,Low
P00000957,25,82,0,34,33,7,30,Low
P00000958,18,32,0,11,61,5,21,Low
P00000959,18,19,0,14,7,4,10,Low
P00000960,33,21,0,26,28,5,18,Low
P00000961,12,7,0,31,7,3,10,Low
P00000962,22,26,0,30,20,2,16,Low
P00000963,35,18,0,15,14,2,14,Low
P00000964,18,61,0,29,6,1,19,Low
P00000965,15,32,0,20,31,2,16,Low
P00000966,35,33,0,24,26,3,20,Low
P00000967,15,29,0,13,35,3,15,Low
P00000968,12,27,0,5,19,5,11,Low
P00000969,16,32,0,11,27,23,18,Low
P00000970,29,72,70,18,25,31,40,Medium
P00000971,7,32,0,6,8,4,9,Low
P00000972,12,7,0,11,11,1,7,Low
P00000973,14,35,0,32,5,5,15,Low
P00000974,14,20,0,25,34,38,21,Low
P00000975,35,24,0,14,32,1,17,Low
P00000976,34,10,0,15,12,6,12,Low
P00000977,7,12,0,15,23,2,9,Low
P00000978,29,80,70,16,25,4,37,Medium
P00000979,16,79,0,27,6,2,21,Low
P00000980,31,52,0,5,30,6,20,Low
P00000981,14,27,0,16,25,3,14,Low
P00000982,20,21,0,31,33,0,17,Low
P00000983,26,30,0,8,19,1,14,Low
P00000984,7,26,0,31,8,5,12,Low
P00000985,29,67,0,28,35,3,27,Low
P00000986,22,5,0,15,8,0,8,Low
P00000987,31,23,0,30,31,3,19,Low
P00000988,21,15,0,9,27,5,12,Low
P00000989,32,11,0,35,34,3,19,Low
P00000990,28,33,0,30,16,6,18,Low
P00000991,9,14,0,32,30,0,14,Low
P00000992,17,21,70,31,13,38,31,Low
P00000993,24,17,0,21,13,4,13,Low
P00000994,21,46,70,15,17,4,28,Low
P00000995,5,27,0,23,17,0,12,Low
P00000996,10,24,70,7,8,3,20,Low
P00000997,35,28,0,6,12,4,14,Low
P00000998,20,12,0,12,88,5,22,Low
P00000999,12,6,0,17,7,1,7,Low
P00001000,9,29,0,31,19,1,14,Low
P00001001,27,28,0,22,30,1,18,Low
P00001002,10,23,70,14,20,6,23,Low
P00001003,8,5,0,8,34,2,9,Low
P00001004,20,6,0,27,27,30,18,Low
P00001005,6,29,0,10,7,1,8,Low
P00001006,26,11,70,31,21,4,27,Low
P00001007,11,32,0,25,34,1,17,Low
P00001008,19,8,0,30,11,4,12,Low
P00001009,25,20,30,18,51,7,25,Low
P00001010,23,25,30,34,11,3,21,Low
P00001011,5,13,70,18,31,4,23,Low
P00001012,28,26,0,32,23,0,18,Low
P00001013,12,6,0,33,29,34,19,Low
P00001014,20,21,0,5,13,1,10,Low
P00001015,5,19,0,9,16,0,8,Low
P00001016,35,32,70,22,16,4,29,Low
P00001017,72,5,0,30,12,56,29,Low
P00001018,16,11,70,28,23,39,31,Low
P00001019,14,13,0,24,27,0,13,Low
P00001020,8,23,0,5,22,3,10,Low
P00001021,10,6,0,19,35,2,12,Low
P00001022,16,16,0,30,30,4,16,Low
P00001023,22,9,0,20,20,3,12,Low
P00001024,9,30,0,13,12,6,11,Low
P00001025,11,8,0,9,35,0,10,Low
P00001026,9,25,0,16,18,4,12,Low
P00001027,31,9,0,25,21,4,15,Low
P00001028,22,23,0,12,21,2,13,Low
P00001029,5,23,0,18,10,6,10,Low
P00001030,5,16,70,30,27,6,25,Low
P00001031,15,34,0,20,33,5,17,Low
P00001032,34,15,0,34,23,3,18,Low
P00001033,16,22,0,7,29,3,12,Low
P00001034,27,20,0,7,8,1,10,Low
P00001035,20,25,0,19,18,6,14,Low
P00001036,11,6,0,31,28,6,13,Low
P00001037,20,14,0,14,20,2,11,Low
P00001038,22,35,70,27,66,2,37,Medium
P00001039,15,18,0,6,10,1,8,Low
P00001040,11,28,0,33,18,2,15,Low
P00001041,22,25,0,26,11,2,14,Low
P00001042,25,27,0,15,9,0,12,Low
P00001043,29,23,0,18,16,1,14,Low
P00001044,15,18,70,9,16,0,21,Low
P00001045,12,30,0,26,21,1,15,Low
P00001046,15,26,0,14,13,0,11,Low
P00001047,34,22,0,24,29,6,19,Low
P00001048,18,75,0,9,6,3,18,Low
P00001049,5,25,0,33,30,6,16,Low
P00001050,16,43,0,5,8,2,12,Low
P00001051,19,18,0,29,31,5,17,Low
P00001052,11,12,0,7,83,2,19,Low
P00001053,22,15,0,8,14,4,10,Low
P00001054,32,30,0,21,17,5,17,Low
P00001055,25,62,0,28,7,0,20,Low
P00001056,18,7,0,26,13,5,11,Low
P00001057,31,32,70,30,30,0,32,Low
P00001058,30,19,0,35,32,3,19,Low
P00001059,18,14,0,10,10,1,8,Low
P00001060,23,73,0,21,9,5,21,Low
P00001061,20,54,0,8,12,2,16,Low
P00001062,13,10,70,10,26,1,21,Low
P00001063,11,32,0,35,30,0,18,Low
P00001064,21,19,0,13,30,2,14,Low
P00001065,25,33,0,31,25,1,19,Low
P00001066,19,34,0,27,6,0,14,Low
P00001067,24,19,0,16,16,5,13,Low
P00001068,9,10,0,12,16,0,7,Low
P00001069,16,32,0,5,10,6,11,Low
P00001070,6,33,0,33,23,2,16,Low
P00001071,26,33,70,5,21,1,26,Low
P00001072,33,16,0,17,31,4,16,Low
P00001073,14,21,0,25,22,6,14,Low
P00001074,33,8,0,22,22,2,14,Low
P00001075,35,20,0,6,11,0,12,Low
P00001076,22,29,0,17,19,1,14,Low
P00001077,8,10,30,12,30,0,15,Low
P00001078,19,12,0,32,25,0,14,Low
P00001079,14,19,0,25,7,4,11,Low
P00001080,22,25,0,23,66,1,22,Low
P00001081,28,7,0,18,35,1,14,Low
P00001082,35,29,0,7,7,2,13,Low
P00001083,32,20,0,9,74,6,23,Low
P00001084,12,12,0,7,59,1,15,Low
P00001085,8,35,0,6,22,5,12,Low
P00001086,23,18,0,11,7,0,9,Low
P00001087,26,33,0,27,5,5,16,Low
P00001088,29,39,0,30,24,1,20,Low
P00001089,22,19,0,16,27,3,14,Low
P00001090,17,6,0,22,23,5,12,Low
P00001091,57,6,0,10,34,56,27,Low
P00001092,6,30,0,11,31,0,13,Low
P00001093,20,13,0,16,34,6,14,Low
P00001094,6,15,0,34,12,1,11,Low
P00001095,13,31,0,24,27,4,16,Low
P00001096,19,22,0,25,76,0,23,Low
P00001097,7,28,0,18,18,6,12,Low
P00001098,17,8,0,34,18,4,13,Low
P00001099,14,12,0,25,13,6,11,Low
P00001100,33,11,0,6,21,1,12,Low
P00001101,13,12,0,34,54,5,19,Low
P00001102,16,23,0,26,19,2,14,Low
P00001103,25,34,0,34,9,2,17,Low
P00001104,33,29,0,16,34,3,19,Low
P00001105,16,35,0,19,11,3,14,Low
P00001106,17,16,0,5,22,2,10,Low
P00001107,34,9,0,15,19,2,13,Low
P00001108,6,23,0,10,9,1,8,Low
P00001109,11,32,0,31,17,3,15,Low
P00001110,8,6,0,26,25,0,10,Low
P00001111,27,5,70,5,29,0,22,Low
P00001112,21,18,0,18,28,5,15,Low
P00001113,24,27,0,5,35,5,16,Low
P00001114,18,11,0,20,32,4,14,Low
P00001115,5,9,0,23,25,0,10,Low
P00001116,29,65,0,11,35,3,23,Low
P00001117,53,17,0,35,34,41,30,Low
P00001118,24,32,0,23,5,3,14,Low
P00001119,11,29,0,24,26,3,15,Low
P00001120,67,22,0,33,10,47,29,Low
P00001121,12,20,0,35,12,6,14,Low
P00001122,30,12,0,17,34,3,16,Low
P00001123,30,34,0,35,22,2,20,Low
P00001124,12,48,0,5,23,27,19,Low
P00001125,18,17,0,10,19,3,11,Low
P00001126,28,25,0,6,79,5,23,Low
P00001127,5,15,0,15,11,2,8,Low
P00001128,13,33,0,20,11,2,13,Low
P00001129,18,7,0,24,17,2,11,Low
P00001130,22,53,0,27,32,2,22,Low
P00001131,31,5,0,19,29,2,14,Low
P00001132,19,32,0,10,11,7,13,Low
P00001133,19,28,0,8,15,2,12,Low
P00001134,17,32,0,18,5,1,12,Low
P00001135,22,16,0,35,25,7,17,Low
P00001136,35,26,0,7,24,0,15,Low
P00001137,14,65,0,15,10,4,18,Low
P00001138,18,12,0,13,17,1,10,Low
P00001139,23,26,0,35,24,4,18,Low
P00001140,30,31,0,15,6,0,13,Low
P00001141,28,85,0,17,86,2,36,Medium
P00001142,26,27,70,29,17,1,28,Low
P00001143,16,24,0,26,17,3,14,Low
P00001144,18,83,0,34,29,2,27,Low
P00001145,21,9,0,12,31,1,12,Low
P00001146,19,6,0,13,14,3,9,Low
P00001147,20,15,0,11,77,6,21,Low
P00001148,29,6,70,26,86,1,36,Medium
P00001149,30,22,0,19,16,2,14,Low
P00001150,63,29,0,27,33,53,34,Low
P00001151,28,16,0,32,23,1,16,Low
P00001152,25,74,0,22,29,3,25,Low
P00001153,30,22,0,34,29,3,19,Low
P00001154,7,10,70,10,34,0,21,Low
P00001155,18,33,70,6,28,4,26,Low
P00001156,17,39,70,28,26,6,31,Low
P00001157,8,34,0,29,29,1,16,Low
P00001158,30,13,0,22,9,3,12,Low
P00001159,21,16,0,10,30,2,13,Low
P00001160,31,22,0,24,83,2,27,Low
P00001161,25,17,0,8,7,2,9,Low
P00001162,20,15,0,35,16,3,14,Low
P00001163,19,8,0,22,9,30,14,Low
P00001164,23,20,0,23,34,2,17,Low
P00001165,29,8,0,33,58,1,21,Low
P00001166,25,25,0,7,26,4,14,Low
P00001167,9,60,0,28,18,4,19,Low
P00001168,26,29,0,18,11,1,14,Low
P00001169,61,28,0,15,9,41,25,Low
P00001170,14,7,0,5,35,6,11,Low
P00001171,7,64,0,29,17,4,20,Low
P00001172,20,33,70,21,22,2,28,Low
P00001173,7,67,0,12,18,4,18,Low
P00001174,13,26,0,5,22,0,11,Low
P00001175,7,20,0,5,26,1,9,Low
P00001176,33,21,0,35,6,26,20,Low
P00001177,18,24,70,33,9,0,25,Low
P00001178,8,33,0,16,12,6,12,Low
P00001179,31,12,0,17,9,4,12,Low
P00001180,10,73,0,7,32,2,20,Low
P00001181,23,34,0,6,21,0,14,Low
P00001182,24,20,0,31,33,4,18,Low
P00001183,13,18,0,22,20,3,12,Low
P00001184,12,63,0,18,34,2,21,Low
P00001185,20,21,0,11,6,5,10,Low
P00001186,16,18,0,5,19,40,16,Low
P00001187,14,30,0,8,34,0,14,Low
P00001188,6,27,70,20,16,5,24,Low
P00001189,19,14,0,28,16,3,13,Low
P00001190,20,7,0,12,27,3,11,Low
P00001191,25,10,0,31,9,3,13,Low
P00001192,30,14,0,33,33,1,18,Low
P00001193,33,5,0,11,70,4,20,Low
P00001194,24,11,0,19,15,1,11,Low
P00001195,33,61,0,6,23,1,20,Low
P00001196,23,17,70,23,23,1,26,Low
P00001197,27,60,0,8,49,2,24,Low
P00001198,5,20,0,18,34,0,12,Low
P00001199,10,27,0,18,17,3,12,Low
P00001200,12,26,0,15,12,5,11,Low
P00001201,24,25,0,19,8,31,17,Low
P00001202,6,72,0,25,8,5,19,Low
P00001203,29,18,0,26,7,1,13,Low
P00001204,5,21,0,26,68,0,20,Low
P00001205,12,21,0,26,16,5,13,Low
P00001206,8,15,0,24,26,4,12,Low
P00001207,23,31,0,15,28,5,17,Low
P00001208,31,12,0,11,5,1,10,Low
P00001209,35,34,0,11,25,0,17,Low
P00001210,9,8,0,7,22,2,8,Low
P00001211,10,20,0,27,73,0,21,Low
P00001212,31,7,0,29,10,2,13,Low
P00001213,27,30,0,26,10,4,16,Low
P00001214,16,27,0,8,14,4,11,Low
P00001215,18,21,0,5,31,0,12,Low
P00001216,35,9,0,12,12,2,11,Low
P00001217,12,32,0,17,22,0,13,Low
P00001218,27,9,0,31,21,0,14,Low
P00001219,8,31,0,32,15,0,14,Low
P00001220,13,80,0,7,11,4,19,Low
P00001221,28,8,0,9,33,5,13,Low
P00001222,21,15,0,27,12,1,12,Low
P00001223,28,15,30,8,23,3,17,Low
P00001224,32,31,0,13,47,0,20,Low
P00001225,10,63,0,7,21,4,17,Low
P00001226,15,10,0,21,11,2,9,Low
P00001227,28,22,70,17,27,4,28,Low
P00001228,8,8,0,35,12,3,11,Low
P00001229,9,32,30,25,30,2,21,Low
P00001230,19,15,0,20,20,4,13,Low
P00001231,28,35,0,24,6,0,15,Low
P00001232,35,14,70,10,35,3,27,Low
P00001233,25,21,0,20,45,1,18,Low
P00001234,15,21,0,7,20,2,10,Low
P00001235,29,31,0,17,19,1,16,Low
P00001236,31,28,0,5,18,7,14,Low
P00001237,24,5,30,15,9,2,14,Low
P00001238,11,8,0,25,5,4,8,Low
P00001239,13,11,0,34,14,0,12,Low
P00001240,22,10,0,30,11,0,12,Low
P00001241,29,27,0,5,14,3,13,Low
P00001242,7,31,0,7,87,4,22,Low
P00001243,17,21,0,25,34,1,16,Low
P00001244,7,14,0,19,22,38,16,Low
P00001245,73,17,0,15,11,52,28,Low
P00001246,5,10,0,8,33,3,9,Low
P00001247,8,23,0,24,11,4,11,Low
P00001248,20,12,0,20,26,0,13,Low
P00001249,30,5,0,13,18,3,11,Low
P00001250,6,23,0,28,33,1,15,Low
P00001251,27,18,0,12,35,1,15,Low
P00001252,12,30,0,10,14,4,11,Low
P00001253,19,17,0,9,35,5,14,Low
P00001254,6,25,0,33,13,3,13,Low
P00001255,11,5,0,5,30,3,9,Low
P00001256,13,23,70,27,61,36,38,Medium
P00001257,5,29,0,6,30,3,12,Low
P00001258,14,32,70,15,11,6,24,Low
