Payment_ID,Project_ID,Vendor_ID,Invoice_ID,Payment_Date,Payment_Amount,Payment_Type
PAY000000360,P00000183,V029481,INV000000360,2025-11-20,1166391,Final Installment
PAY000000361,P00000184,V014853,INV000000361,2025-05-22,4613701,First Installment
PAY000000362,P00000184,V014853,INV000000362,2025-04-15,3836299,Final Installment
PAY000000363,P00000185,V015552,INV000000363,2025-09-30,1650000,First Installment
PAY000000364,P00000186,V032558,INV000000364,2025-07-10,1860500,First Installment
PAY000000365,P00000186,V032558,INV000000365,2025-10-31,2679500,Final Installment
PAY000000366,P00000187,V025495,INV000000366,2025-04-21,2669832,First Installment
PAY000000367,P00000187,V025495,INV000000367,2025-02-21,2620168,Final Installment
PAY000000368,P00000188,V028838,INV000000368,2025-10-17,3878521,First Installment
PAY000000369,P00000188,V028838,INV000000369,2025-10-04,4361479,Final Installment
PAY000000370,P00000189,V002949,INV000000370,2025-06-19,3068307,First Installment
PAY000000371,P00000189,V002949,INV000000371,2025-05-02,5881693,Final Installment
PAY000000372,P00000190,V035458,INV000000372,2025-06-02,3060000,First Installment
PAY000000373,P00000191,V049799,INV000000373,2025-03-06,4139118,First Installment
PAY000000374,P00000191,V049799,INV000000374,2025-06-10,3070882,Final Installment
PAY000000375,P00000192,V001484,INV000000375,2025-09-23,7570000,First Installment
PAY000000376,P00000193,V035250,INV000000376,2025-12-12,9120000,First Installment
PAY000000377,P00000194,V000956,INV000000377,2025-11-15,4090000,First Installment
PAY000000378,P00000195,V049133,INV000000378,2025-03-07,6920000,First Installment
PAY000000379,P00000196,V033473,INV000000379,2025-02-15,4492470,First Installment
PAY000000380,P00000196,V033473,INV000000380,2025-06-26,4287530,Final Installment
PAY000000381,P00000197,V014689,INV000000381,2025-06-06,302978,First Installment
PAY000000382,P00000197,V014689,INV000000382,2025-03-16,217022,Final Installment
PAY000000383,P00000198,V014398,INV000000383,2025-05-21,1381260,First Installment
PAY000000384,P00000198,V014398,INV000000384,2025-06-29,335637,Intermediate Installment
PAY000000385,P00000198,V014398,INV000000385,2025-08-12,673103,Final Installment
PAY000000386,P00000199,V044277,INV000000386,2025-10-14,1674284,First Installment
PAY000000387,P00000199,V044277,INV000000387,2025-08-18,1495716,Final Installment
PAY000000388,P00000200,V031719,INV000000388,2025-11-10,2182652,First Installment
PAY000000389,P00000200,V031719,INV000000389,2025-10-07,1300760,Intermediate Installment
PAY000000390,P00000200,V031719,INV000000390,2025-09-11,2716588,Final Installment
PAY000000391,P00000201,V025084,INV000000391,2025-10-23,2648190,First Installment
PAY000000392,P00000201,V025084,INV000000392,2025-06-28,3661810,Final Installment
PAY000000393,P00000202,V034869,INV000000393,2025-11-22,8170000,First Installment
PAY000000394,P00000203,V022025,INV000000394,2025-07-15,1662534,First Installment
PAY000000395,P00000203,V022025,INV000000395,2025-08-14,1474161,Intermediate Installment
PAY000000396,P00000203,V022025,INV000000396,2025-08-01,2283305,Final Installment
PAY000000397,P00000204,V013953,INV000000397,2026-02-04,3937629,First Installment
PAY000000398,P00000204,V013953,INV000000398,2025-09-23,2732371,Final Installment
PAY000000399,P00000205,V020879,INV000000399,2025-03-20,2962691,First Installment
PAY000000400,P00000205,V020879,INV000000400,2025-03-26,3537309,Final Installment
PAY000000401,P00000206,V014169,INV000000401,2025-04-26,8250000,First Installment
PAY000000402,P00000207,V045860,INV000000402,2025-04-23,1218205,First Installment
PAY000000403,P00000207,V045860,INV000000403,2025-05-26,2201795,Final Installment
PAY000000404,P00000208,V028023,INV000000404,2025-07-12,418552,First Installment
PAY000000405,P00000208,V028023,INV000000405,2025-05-10,311083,Intermediate Installment
PAY000000406,P00000208,V028023,INV000000406,2025-04-07,290365,Final Installment
PAY000000407,P00000209,V038450,INV000000407,2025-12-10,604514,First Installment
PAY000000408,P00000209,V038450,INV000000408,2025-11-05,975486,Final Installment
PAY000000409,P00000210,V048543,INV000000409,2025-07-01,782520,First Installment
PAY000000410,P00000210,V048543,INV000000410,2025-08-05,363869,Intermediate Installment
PAY000000411,P00000210,V048543,INV000000411,2025-08-22,643611,Final Installment
PAY000000412,P00000211,V031219,INV000000412,2025-06-04,5380000,First Installment
PAY000000413,P00000212,V018908,INV000000413,2025-08-10,3416085,First Installment
PAY000000414,P00000212,V018908,INV000000414,2025-07-04,5533915,Final Installment
PAY000000415,P00000213,V012386,INV000000415,2025-11-27,3808156,First Installment
PAY000000416,P00000213,V012386,INV000000416,2025-10-17,1648975,Intermediate Installment
PAY000000417,P00000213,V012386,INV000000417,2025-10-28,3032869,Final Installment
PAY000000418,P00000214,V034407,INV000000418,2025-11-01,4910000,First Installment
PAY000000419,P00000215,V020326,INV000000419,2025-08-04,4224729,First Installment
PAY000000420,P00000215,V020326,INV000000420,2025-08-17,3095271,Final Installment
PAY000000421,P00000216,V024592,INV000000421,2026-02-25,456501,First Installment
PAY000000422,P00000216,V024592,INV000000422,2026-02-08,773499,Final Installment
PAY000000423,P00000217,V024297,INV000000423,2025-08-13,2611896,First Installment
PAY000000424,P00000217,V024297,INV000000424,2025-05-13,4468104,Final Installment
PAY000000425,P00000218,V042727,INV000000425,2025-08-13,4160000,First Installment
PAY000000426,P00000219,V022938,INV000000426,2025-11-24,1360000,First Installment
PAY000000427,P00000220,V032002,INV000000427,2025-11-19,4129636,First Installment
PAY000000428,P00000220,V032002,INV000000428,2025-08-30,4390364,Final Installment
PAY000000429,P00000221,V026563,INV000000429,2025-12-14,9080000,First Installment
PAY000000430,P00000222,V001235,INV000000430,2025-08-06,2190785,First Installment
PAY000000431,P00000222,V001235,INV000000431,2025-07-05,3599215,Final Installment
PAY000000432,P00000223,V032952,INV000000432,2025-04-01,1412618,First Installment
PAY000000433,P00000223,V032952,INV000000433,2025-06-28,1127382,Final Installment
PAY000000434,P00000224,V047299,INV000000434,2025-08-23,2747546,First Installment
PAY000000435,P00000224,V047299,INV000000435,2025-08-28,1892454,Final Installment
PAY000000436,P00000225,V049192,INV000000436,2025-09-14,475754,First Installment
PAY000000437,P00000225,V049192,INV000000437,2025-07-13,311411,Intermediate Installment
PAY000000438,P00000225,V049192,INV000000438,2025-07-24,512835,Final Installment
PAY000000439,P00000226,V006597,INV000000439,2025-10-11,672882,First Installment
PAY000000440,P00000226,V006597,INV000000440,2025-11-19,557118,Final Installment
PAY000000441,P00000227,V042299,INV000000441,2025-05-08,966991,First Installment
PAY000000442,P00000227,V042299,INV000000442,2025-06-20,1523009,Final Installment
PAY000000443,P00000228,V035808,INV000000443,2025-03-07,1085560,First Installment
PAY000000444,P00000228,V035808,INV000000444,2025-05-27,1084440,Final Installment
PAY000000445,P00000229,V009908,INV000000445,2025-05-08,3030979,First Installment
PAY000000446,P00000229,V009908,INV000000446,2025-05-15,2139021,Final Installment
PAY000000447,P00000230,V008012,INV000000447,2025-02-11,323921,First Installment
PAY000000448,P00000230,V008012,INV000000448,2025-02-09,436079,Final Installment
PAY000000449,P00000231,V024289,INV000000449,2025-10-07,790358,First Installment
PAY000000450,P00000231,V024289,INV000000450,2025-12-24,1789642,Final Installment
PAY000000451,P00000232,V035079,INV000000451,2025-02-19,2965332,First Installment
PAY000000452,P00000232,V035079,INV000000452,2025-03-28,1766473,Intermediate Installment
PAY000000453,P00000232,V035079,INV000000453,2025-01-27,1418195,Final Installment
PAY000000454,P00000233,V026747,INV000000454,2025-07-01,1300000,First Installment
PAY000000455,P00000234,V035034,INV000000455,2025-08-12,2067025,First Installment
PAY000000456,P00000234,V035034,INV000000456,2025-11-14,1534470,Intermediate Installment
PAY000000457,P00000234,V035034,INV000000457,2025-08-14,1418505,Final Installment
PAY000000458,P00000235,V005466,INV000000458,2026-02-13,5309849,First Installment
PAY000000459,P00000235,V005466,INV000000459,2026-01-12,3650151,Final Installment
PAY000000460,P00000236,V048226,INV000000460,2025-06-06,1740000,First Installment
PAY000000461,P00000237,V037793,INV000000461,2025-12-03,6230000,First Installment
PAY000000462,P00000238,V044499,INV000000462,2025-12-04,2233296,First Installment
PAY000000463,P00000238,V044499,INV000000463,2025-12-15,1809292,Intermediate Installment
PAY000000464,P00000238,V044499,INV000000464,2025-11-30,1837412,Final Installment
PAY000000465,P00000239,V045969,INV000000465,2025-04-05,4104126,First Installment
PAY000000466,P00000239,V045969,INV000000466,2025-07-26,2402421,Intermediate Installment
PAY000000467,P00000239,V045969,INV000000467,2025-05-26,2623453,Final Installment
PAY000000468,P00000240,V016363,INV000000468,2025-08-06,3187985,First Installment
PAY000000469,P00000240,V016363,INV000000469,2025-08-07,6612015,Final Installment
PAY000000470,P00000241,V026630,INV000000470,2025-11-23,3990000,First Installment
PAY000000471,P00000242,V026342,INV000000471,2025-06-04,4258304,First Installment
PAY000000472,P00000242,V026342,INV000000472,2025-05-13,2881696,Final Installment
PAY000000473,P00000243,V048631,INV000000473,2025-06-10,1180000,First Installment
PAY000000474,P00000244,V011345,INV000000474,2025-02-27,3175550,First Installment
PAY000000475,P00000244,V011345,INV000000475,2025-03-29,3010978,Intermediate Installment
PAY000000476,P00000244,V011345,INV000000476,2025-03-31,2363472,Final Installment
PAY000000477,P00000245,V039828,INV000000477,2025-06-27,4123045,First Installment
PAY000000478,P00000245,V039828,INV000000478,2025-07-08,2758025,Intermediate Installment
PAY000000479,P00000245,V039828,INV000000479,2025-03-24,2648930,Final Installment
PAY000000480,P00000246,V033130,INV000000480,2025-11-20,8280000,First Installment
PAY000000481,P00000247,V040362,INV000000481,2025-04-15,5419412,First Installment
PAY000000482,P00000247,V040362,INV000000482,2025-04-24,4540588,Final Installment
PAY000000483,P00000248,V043711,INV000000483,2025-04-05,3676075,First Installment
PAY000000484,P00000248,V043711,INV000000484,2025-05-17,5823925,Final Installment
PAY000000485,P00000249,V040703,INV000000485,2025-06-04,1121668,First Installment
PAY000000486,P00000249,V040703,INV000000486,2025-07-16,1028332,Final Installment
PAY000000487,P00000250,V028713,INV000000487,2025-08-22,1796642,First Installment
PAY000000488,P00000250,V028713,INV000000488,2025-08-11,1833358,Final Installment
PAY000000489,P00000251,V005850,INV000000489,2025-05-11,1797562,First Installment
PAY000000490,P00000251,V005850,INV000000490,2025-03-20,3912438,Final Installment
PAY000000491,P00000252,V038236,INV000000491,2025-09-18,8660000,First Installment
PAY000000492,P00000253,V038765,INV000000492,2025-06-22,4306139,First Installment
PAY000000493,P00000253,V038765,INV000000493,2025-07-01,5293861,Final Installment
PAY000000494,P00000254,V006344,INV000000494,2025-08-28,1475897,First Installment
PAY000000495,P00000254,V006344,INV000000495,2025-06-28,2654103,Final Installment
PAY000000496,P00000255,V016363,INV000000496,2025-12-11,8980000,First Installment
PAY000000497,P00000256,V013447,INV000000497,2025-08-22,1868301,First Installment
PAY000000498,P00000256,V013447,INV000000498,2025-09-21,2731699,Final Installment
PAY000000499,P00000257,V047303,INV000000499,2026-01-25,4434002,First Installment
PAY000000500,P00000257,V047303,INV000000500,2025-12-22,4715998,Final Installment
PAY000000501,P00000258,V024733,INV000000501,2025-06-29,3500000,First Installment
PAY000000502,P00000259,V038211,INV000000502,2025-04-18,1337703,First Installment
PAY000000503,P00000259,V038211,INV000000503,2025-04-08,660366,Intermediate Installment
PAY000000504,P00000259,V038211,INV000000504,2025-03-20,1241931,Final Installment
PAY000000505,P00000260,V048434,INV000000505,2026-01-19,2362508,First Installment
PAY000000506,P00000260,V048434,INV000000506,2025-10-23,5397492,Final Installment
PAY000000507,P00000261,V045100,INV000000507,2025-12-09,725928,First Installment
PAY000000508,P00000261,V045100,INV000000508,2025-11-02,884072,Final Installment
PAY000000509,P00000262,V030413,INV000000509,2025-08-25,470040,First Installment
PAY000000510,P00000262,V030413,INV000000510,2025-07-20,589960,Final Installment
PAY000000511,P00000263,V012063,INV000000511,2025-11-30,4937370,First Installment
PAY000000512,P00000263,V012063,INV000000512,2025-10-14,4402630,Final Installment
PAY000000513,P00000264,V010499,INV000000513,2025-05-05,1061214,First Installment
PAY000000514,P00000264,V010499,INV000000514,2025-05-13,2138786,Final Installment
PAY000000515,P00000265,V012903,INV000000515,2025-09-10,2287324,First Installment
PAY000000516,P00000265,V012903,INV000000516,2025-04-20,2442676,Final Installment
PAY000000517,P00000266,V041954,INV000000517,2025-08-16,613596,First Installment
PAY000000518,P00000266,V041954,INV000000518,2025-10-11,856404,Final Installment
PAY000000519,P00000267,V015718,INV000000519,2025-05-08,1492501,First Installment
PAY000000520,P00000267,V015718,INV000000520,2025-02-26,2607499,Final Installment
PAY000000521,P00000268,V027341,INV000000521,2025-10-21,3762670,First Installment
PAY000000522,P00000268,V027341,INV000000522,2025-12-20,4907330,Final Installment
PAY000000523,P00000269,V015179,INV000000523,2025-09-07,3100000,First Installment
PAY000000524,P00000270,V015205,INV000000524,2025-11-10,2893042,First Installment
PAY000000525,P00000270,V015205,INV000000525,2026-01-03,2420546,Intermediate Installment
PAY000000526,P00000270,V015205,INV000000526,2025-10-22,2316412,Final Installment
PAY000000527,P00000271,V009479,INV000000527,2025-11-08,2738870,First Installment
PAY000000528,P00000271,V009479,INV000000528,2025-10-30,4331130,Final Installment
PAY000000529,P00000272,V020459,INV000000529,2025-10-17,2064703,First Installment
PAY000000530,P00000272,V020459,INV000000530,2025-09-30,2245297,Final Installment
PAY000000531,P00000273,V004123,INV000000531,2025-09-03,4510000,First Installment
PAY000000532,P00000274,V009223,INV000000532,2025-06-20,5490000,First Installment
PAY000000533,P00000275,V046344,INV000000533,2025-07-25,2445448,First Installment
PAY000000534,P00000275,V046344,INV000000534,2025-06-17,2764552,Final Installment
PAY000000535,P00000276,V023082,INV000000535,2025-09-03,720602,First Installment
PAY000000536,P00000276,V023082,INV000000536,2025-10-23,1319398,Final Installment
PAY000000537,P00000277,V013533,INV000000537,2025-05-19,340149,First Installment
PAY000000538,P00000277,V013533,INV000000538,2025-01-31,339851,Final Installment
PAY000000539,P00000278,V020309,INV000000539,2025-07-20,1495959,First Installment
PAY000000540,P00000278,V020309,INV000000540,2025-08-14,751970,Intermediate Installment
PAY000000541,P00000278,V020309,INV000000541,2025-03-10,572071,Final Installment
PAY000000542,P00000279,V021658,INV000000542,2025-09-27,762757,First Installment
PAY000000543,P00000279,V021658,INV000000543,2025-07-04,762780,Intermediate Installment
PAY000000544,P00000279,V021658,INV000000544,2025-07-23,564463,Final Installment
PAY000000545,P00000280,V031293,INV000000545,2025-11-01,3170000,First Installment
PAY000000546,P00000281,V024852,INV000000546,2025-09-30,1264326,First Installment
PAY000000547,P00000281,V024852,INV000000547,2025-06-05,1112914,Intermediate Installment
PAY000000548,P00000281,V024852,INV000000548,2025-08-07,972760,Final Installment
PAY000000549,P00000282,V008413,INV000000549,2025-06-07,6310000,First Installment
PAY000000550,P00000283,V030287,INV000000550,2025-11-13,2075966,First Installment
PAY000000551,P00000283,V030287,INV000000551,2025-09-12,2774034,Final Installment
