Source_ID,Source_Type,Relationship,Target_ID,Target_Type
MP0013,MP,Allocated,P00000664,Project
MP0040,MP,Allocated,P00000665,Project
MP0042,MP,Allocated,P00000666,Project
MP0009,MP,Allocated,P00000667,Project
MP0050,MP,Allocated,P00000668,Project
MP0027,MP,Allocated,P00000669,Project
MP0066,MP,Allocated,P00000670,Project
MP0005,MP,Allocated,P00000671,Project
MP0029,MP,Allocated,P00000672,Project
MP0037,MP,Allocated,P00000673,Project
MP0038,MP,Allocated,P00000674,Project
MP0083,MP,Allocated,P00000675,Project
MP0008,MP,Allocated,P00000676,Project
MP0065,MP,Allocated,P00000677,Project
MP0086,MP,Allocated,P00000678,Project
MP0017,MP,Allocated,P00000679,Project
MP0071,MP,Allocated,P00000680,Project
MP0089,MP,Allocated,P00000681,Project
MP0045,MP,Allocated,P00000682,Project
MP0004,MP,Allocated,P00000683,Project
MP0036,MP,Allocated,P00000684,Project
MP0070,MP,Allocated,P00000685,Project
MP0031,MP,Allocated,P00000686,Project
MP0019,MP,Allocated,P00000687,Project
MP0061,MP,Allocated,P00000688,Project
MP0054,MP,Allocated,P00000689,Project
MP0039,MP,Allocated,P00000690,Project
MP0091,MP,Allocated,P00000691,Project
MP0074,MP,Allocated,P00000692,Project
MP0090,MP,Allocated,P00000693,Project
MP0019,MP,Allocated,P00000694,Project
MP0039,MP,Allocated,P00000695,Project
MP0067,MP,Allocated,P00000696,Project
MP0045,MP,Allocated,P00000697,Project
MP0013,MP,Allocated,P00000698,Project
MP0092,MP,Allocated,P00000699,Project
MP0058,MP,Allocated,P00000700,Project
MP0020,MP,Allocated,P00000701,Project
MP0092,MP,Allocated,P00000702,Project
MP0072,MP,Allocated,P00000703,Project
MP0061,MP,Allocated,P00000704,Project
MP0039,MP,Allocated,P00000705,Project
MP0001,MP,Allocated,P00000706,Project
MP0003,MP,Allocated,P00000707,Project
MP0077,MP,Allocated,P00000708,Project
MP0092,MP,Allocated,P00000709,Project
MP0062,MP,Allocated,P00000710,Project
MP0063,MP,Allocated,P00000711,Project
MP0025,MP,Allocated,P00000712,Project
MP0056,MP,Allocated,P00000713,Project
MP0033,MP,Allocated,P00000714,Project
MP0038,MP,Allocated,P00000715,Project
MP0006,MP,Allocated,P00000716,Project
MP0058,MP,Allocated,P00000717,Project
MP0044,MP,Allocated,P00000718,Project
MP0045,MP,Allocated,P00000719,Project
MP0032,MP,Allocated,P00000720,Project
MP0045,MP,Allocated,P00000721,Project
MP0061,MP,Allocated,P00000722,Project
MP0047,MP,Allocated,P00000723,Project
MP0021,MP,Allocated,P00000724,Project
MP0080,MP,Allocated,P00000725,Project
MP0085,MP,Allocated,P00000726,Project
MP0075,MP,Allocated,P00000727,Project
MP0036,MP,Allocated,P00000728,Project
MP0099,MP,Allocated,P00000729,Project
MP0019,MP,Allocated,P00000730,Project
MP0020,MP,Allocated,P00000731,Project
MP0057,MP,Allocated,P00000732,Project
MP0018,MP,Allocated,P00000733,Project
MP0047,MP,Allocated,P00000734,Project
MP0049,MP,Allocated,P00000735,Project
MP0014,MP,Allocated,P00000736,Project
MP0015,MP,Allocated,P00000737,Project
MP0031,MP,Allocated,P00000738,Project
MP0001,MP,Allocated,P00000739,Project
MP0054,MP,Allocated,P00000740,Project
MP0003,MP,Allocated,P00000741,Project
MP0016,MP,Allocated,P00000742,Project
MP0087,MP,Allocated,P00000743,Project
MP0057,MP,Allocated,P00000744,Project
MP0075,MP,Allocated,P00000745,Project
MP0012,MP,Allocated,P00000746,Project
MP0074,MP,Allocated,P00000747,Project
MP0096,MP,Allocated,P00000748,Project
MP0016,MP,Allocated,P00000749,Project
MP0072,MP,Allocated,P00000750,Project
MP0076,MP,Allocated,P00000751,Project
MP0024,MP,Allocated,P00000752,Project
MP0028,MP,Allocated,P00000753,Project
MP0008,MP,Allocated,P00000754,Project
MP0092,MP,Allocated,P00000755,Project
MP0036,MP,Allocated,P00000756,Project
MP0090,MP,Allocated,P00000757,Project
MP0008,MP,Allocated,P00000758,Project
MP0058,MP,Allocated,P00000759,Project
MP0060,MP,Allocated,P00000760,Project
MP0050,MP,Allocated,P00000761,Project
MP0028,MP,Allocated,P00000762,Project
MP0092,MP,Allocated,P00000763,Project
MP0041,MP,Allocated,P00000764,Project
MP0100,MP,Allocated,P00000765,Project
MP0064,MP,Allocated,P00000766,Project
MP0027,MP,Allocated,P00000767,Project
MP0063,MP,Allocated,P00000768,Project
MP0017,MP,Allocated,P00000769,Project
MP0073,MP,Allocated,P00000770,Project
MP0033,MP,Allocated,P00000771,Project
MP0084,MP,Allocated,P00000772,Project
MP0077,MP,Allocated,P00000773,Project
MP0092,MP,Allocated,P00000774,Project
MP0029,MP,Allocated,P00000775,Project
MP0013,MP,Allocated,P00000776,Project
MP0046,MP,Allocated,P00000777,Project
MP0035,MP,Allocated,P00000778,Project
MP0006,MP,Allocated,P00000779,Project
MP0082,MP,Allocated,P00000780,Project
MP0069,MP,Allocated,P00000781,Project
MP0047,MP,Allocated,P00000782,Project
MP0025,MP,Allocated,P00000783,Project
MP0066,MP,Allocated,P00000784,Project
MP0010,MP,Allocated,P00000785,Project
MP0056,MP,Allocated,P00000786,Project
MP0030,MP,Allocated,P00000787,Project
MP0005,MP,Allocated,P00000788,Project
MP0033,MP,Allocated,P00000789,Project
MP0065,MP,Allocated,P00000790,Project
MP0018,MP,Allocated,P00000791,Project
MP0096,MP,Allocated,P00000792,Project
MP0049,MP,Allocated,P00000793,Project
MP0011,MP,Allocated,P00000794,Project
MP0085,MP,Allocated,P00000795,Project
MP0026,MP,Allocated,P00000796,Project
MP0063,MP,Allocated,P00000797,Project
MP0089,MP,Allocated,P00000798,Project
MP0086,MP,Allocated,P00000799,Project
MP0059,MP,Allocated,P00000800,Project
MP0027,MP,Allocated,P00000801,Project
MP0049,MP,Allocated,P00000802,Project
MP0077,MP,Allocated,P00000803,Project
MP0033,MP,Allocated,P00000804,Project
MP0098,MP,Allocated,P00000805,Project
MP0099,MP,Allocated,P00000806,Project
MP0001,MP,Allocated,P00000807,Project
MP0021,MP,Allocated,P00000808,Project
MP0055,MP,Allocated,P00000809,Project
MP0006,MP,Allocated,P00000810,Project
MP0092,MP,Allocated,P00000811,Project
MP0081,MP,Allocated,P00000812,Project
MP0069,MP,Allocated,P00000813,Project
MP0095,MP,Allocated,P00000814,Project
MP0005,MP,Allocated,P00000815,Project
MP0003,MP,Allocated,P00000816,Project
MP0053,MP,Allocated,P00000817,Project
MP0023,MP,Allocated,P00000818,Project
MP0053,MP,Allocated,P00000819,Project
MP0037,MP,Allocated,P00000820,Project
MP0074,MP,Allocated,P00000821,Project
MP0074,MP,Allocated,P00000822,Project
MP0083,MP,Allocated,P00000823,Project
MP0017,MP,Allocated,P00000824,Project
MP0085,MP,Allocated,P00000825,Project
MP0078,MP,Allocated,P00000826,Project
MP0073,MP,Allocated,P00000827,Project
MP0001,MP,Allocated,P00000828,Project
MP0051,MP,Allocated,P00000829,Project
MP0045,MP,Allocated,P00000830,Project
MP0077,MP,Allocated,P00000831,Project
MP0004,MP,Allocated,P00000832,Project
MP0062,MP,Allocated,P00000833,Project
MP0065,MP,Allocated,P00000834,Project
MP0032,MP,Allocated,P00000835,Project
MP0034,MP,Allocated,P00000836,Project
MP0092,MP,Allocated,P00000837,Project
MP0095,MP,Allocated,P00000838,Project
MP0072,MP,Allocated,P00000839,Project
MP0039,MP,Allocated,P00000840,Project
MP0026,MP,Allocated,P00000841,Project
MP0034,MP,Allocated,P00000842,Project
MP0054,MP,Allocated,P00000843,Project
MP0003,MP,Allocated,P00000844,Project
MP0050,MP,Allocated,P00000845,Project
MP0012,MP,Allocated,P00000846,Project
MP0065,MP,Allocated,P00000847,Project
MP0054,MP,Allocated,P00000848,Project
MP0005,MP,Allocated,P00000849,Project
MP0094,MP,Allocated,P00000850,Project
MP0094,MP,Allocated,P00000851,Project
MP0057,MP,Allocated,P00000852,Project
MP0017,MP,Allocated,P00000853,Project
MP0047,MP,Allocated,P00000854,Project
MP0023,MP,Allocated,P00000855,Project
MP0079,MP,Allocated,P00000856,Project
MP0085,MP,Allocated,P00000857,Project
MP0014,MP,Allocated,P00000858,Project
MP0066,MP,Allocated,P00000859,Project
MP0075,MP,Allocated,P00000860,Project
MP0051,MP,Allocated,P00000861,Project
MP0038,MP,Allocated,P00000862,Project
MP0064,MP,Allocated,P00000863,Project
MP0098,MP,Allocated,P00000864,Project
MP0038,MP,Allocated,P00000865,Project
MP0050,MP,Allocated,P00000866,Project
MP0098,MP,Allocated,P00000867,Project
MP0082,MP,Allocated,P00000868,Project
MP0030,MP,Allocated,P00000869,Project
MP0079,MP,Allocated,P00000870,Project
MP0091,MP,Allocated,P00000871,Project
MP0051,MP,Allocated,P00000872,Project
MP0063,MP,Allocated,P00000873,Project
MP0098,MP,Allocated,P00000874,Project
MP0052,MP,Allocated,P00000875,Project
MP0038,MP,Allocated,P00000876,Project
MP0097,MP,Allocated,P00000877,Project
MP0088,MP,Allocated,P00000878,Project
MP0079,MP,Allocated,P00000879,Project
MP0030,MP,Allocated,P00000880,Project
MP0051,MP,Allocated,P00000881,Project
MP0081,MP,Allocated,P00000882,Project
MP0005,MP,Allocated,P00000883,Project
MP0029,MP,Allocated,P00000884,Project
MP0004,MP,Allocated,P00000885,Project
MP0010,MP,Allocated,P00000886,Project
MP0056,MP,Allocated,P00000887,Project
MP0017,MP,Allocated,P00000888,Project
MP0074,MP,Allocated,P00000889,Project
MP0017,MP,Allocated,P00000890,Project
MP0084,MP,Allocated,P00000891,Project
MP0088,MP,Allocated,P00000892,Project
MP0069,MP,Allocated,P00000893,Project
MP0034,MP,Allocated,P00000894,Project
MP0006,MP,Allocated,P00000895,Project
MP0053,MP,Allocated,P00000896,Project
MP0066,MP,Allocated,P00000897,Project
MP0077,MP,Allocated,P00000898,Project
MP0043,MP,Allocated,P00000899,Project
MP0075,MP,Allocated,P00000900,Project
MP0023,MP,Allocated,P00000901,Project
MP0055,MP,Allocated,P00000902,Project
MP0080,MP,Allocated,P00000903,Project
MP0095,MP,Allocated,P00000904,Project
MP0075,MP,Allocated,P00000905,Project
MP0016,MP,Allocated,P00000906,Project
MP0008,MP,Allocated,P00000907,Project
MP0004,MP,Allocated,P00000908,Project
MP0004,MP,Allocated,P00000909,Project
MP0056,MP,Allocated,P00000910,Project
MP0025,MP,Allocated,P00000911,Project
MP0067,MP,Allocated,P00000912,Project
MP0096,MP,Allocated,P00000913,Project
MP0067,MP,Allocated,P00000914,Project
MP0027,MP,Allocated,P00000915,Project
MP0093,MP,Allocated,P00000916,Project
MP0032,MP,Allocated,P00000917,Project
MP0050,MP,Allocated,P00000918,Project
MP0061,MP,Allocated,P00000919,Project
MP0051,MP,Allocated,P00000920,Project
MP0019,MP,Allocated,P00000921,Project
MP0021,MP,Allocated,P00000922,Project
MP0005,MP,Allocated,P00000923,Project
MP0082,MP,Allocated,P00000924,Project
MP0092,MP,Allocated,P00000925,Project
MP0042,MP,Allocated,P00000926,Project
MP0061,MP,Allocated,P00000927,Project
MP0022,MP,Allocated,P00000928,Project
MP0021,MP,Allocated,P00000929,Project
MP0070,MP,Allocated,P00000930,Project
MP0001,MP,Allocated,P00000931,Project
MP0005,MP,Allocated,P00000932,Project
MP0012,MP,Allocated,P00000933,Project
MP0090,MP,Allocated,P00000934,Project
MP0046,MP,Allocated,P00000935,Project
MP0034,MP,Allocated,P00000936,Project
MP0049,MP,Allocated,P00000937,Project
MP0078,MP,Allocated,P00000938,Project
MP0090,MP,Allocated,P00000939,Project
MP0045,MP,Allocated,P00000940,Project
MP0027,MP,Allocated,P00000941,Project
MP0073,MP,Allocated,P00000942,Project
MP0026,MP,Allocated,P00000943,Project
MP0047,MP,Allocated,P00000944,Project
MP0086,MP,Allocated,P00000945,Project
MP0056,MP,Allocated,P00000946,Project
MP0094,MP,Allocated,P00000947,Project
MP0063,MP,Allocated,P00000948,Project
MP0048,MP,Allocated,P00000949,Project
MP0061,MP,Allocated,P00000950,Project
MP0081,MP,Allocated,P00000951,Project
MP0026,MP,Allocated,P00000952,Project
MP0036,MP,Allocated,P00000953,Project
MP0001,MP,Allocated,P00000954,Project
MP0008,MP,Allocated,P00000955,Project
MP0099,MP,Allocated,P00000956,Project
MP0052,MP,Allocated,P00000957,Project
MP0079,MP,Allocated,P00000958,Project
MP0047,MP,Allocated,P00000959,Project
MP0056,MP,Allocated,P00000960,Project
MP0086,MP,Allocated,P00000961,Project
MP0014,MP,Allocated,P00000962,Project
MP0090,MP,Allocated,P00000963,Project
MP0028,MP,Allocated,P00000964,Project
MP0087,MP,Allocated,P00000965,Project
MP0078,MP,Allocated,P00000966,Project
MP0088,MP,Allocated,P00000967,Project
MP0002,MP,Allocated,P00000968,Project
MP0026,MP,Allocated,P00000969,Project
MP0014,MP,Allocated,P00000970,Project
MP0059,MP,Allocated,P00000971,Project
MP0056,MP,Allocated,P00000972,Project
MP0007,MP,Allocated,P00000973,Project
MP0003,MP,Allocated,P00000974,Project
MP0023,MP,Allocated,P00000975,Project
MP0018,MP,Allocated,P00000976,Project
MP0038,MP,Allocated,P00000977,Project
MP0099,MP,Allocated,P00000978,Project
MP0015,MP,Allocated,P00000979,Project
MP0064,MP,Allocated,P00000980,Project
MP0089,MP,Allocated,P00000981,Project
MP0028,MP,Allocated,P00000982,Project
MP0074,MP,Allocated,P00000983,Project
MP0039,MP,Allocated,P00000984,Project
MP0057,MP,Allocated,P00000985,Project
MP0017,MP,Allocated,P00000986,Project
MP0086,MP,Allocated,P00000987,Project
MP0090,MP,Allocated,P00000988,Project
MP0044,MP,Allocated,P00000989,Project
MP0025,MP,Allocated,P00000990,Project
MP0017,MP,Allocated,P00000991,Project
MP0013,MP,Allocated,P00000992,Project
MP0084,MP,Allocated,P00000993,Project
MP0025,MP,Allocated,P00000994,Project
MP0068,MP,Allocated,P00000995,Project
MP0010,MP,Allocated,P00000996,Project
MP0067,MP,Allocated,P00000997,Project
MP0018,MP,Allocated,P00000998,Project
MP0100,MP,Allocated,P00000999,Project
MP0086,MP,Allocated,P00001000,Project
MP0034,MP,Allocated,P00001001,Project
MP0008,MP,Allocated,P00001002,Project
MP0040,MP,Allocated,P00001003,Project
MP0083,MP,Allocated,P00001004,Project
MP0042,MP,Allocated,P00001005,Project
MP0041,MP,Allocated,P00001006,Project
MP0006,MP,Allocated,P00001007,Project
MP0052,MP,Allocated,P00001008,Project
MP0026,MP,Allocated,P00001009,Project
MP0064,MP,Allocated,P00001010,Project
MP0098,MP,Allocated,P00001011,Project
MP0059,MP,Allocated,P00001012,Project
MP0056,MP,Allocated,P00001013,Project
MP0059,MP,Allocated,P00001014,Project
MP0070,MP,Allocated,P00001015,Project
MP0033,MP,Allocated,P00001016,Project
MP0053,MP,Allocated,P00001017,Project
MP0022,MP,Allocated,P00001018,Project
MP0021,MP,Allocated,P00001019,Project
MP0070,MP,Allocated,P00001020,Project
MP0070,MP,Allocated,P00001021,Project
MP0004,MP,Allocated,P00001022,Project
MP0094,MP,Allocated,P00001023,Project
MP0075,MP,Allocated,P00001024,Project
MP0062,MP,Allocated,P00001025,Project
MP0062,MP,Allocated,P00001026,Project
MP0094,MP,Allocated,P00001027,Project
MP0095,MP,Allocated,P00001028,Project
MP0024,MP,Allocated,P00001029,Project
MP0055,MP,Allocated,P00001030,Project
MP0009,MP,Allocated,P00001031,Project
MP0003,MP,Allocated,P00001032,Project
MP0031,MP,Allocated,P00001033,Project
MP0040,MP,Allocated,P00001034,Project
MP0036,MP,Allocated,P00001035,Project
MP0024,MP,Allocated,P00001036,Project
MP0095,MP,Allocated,P00001037,Project
MP0006,MP,Allocated,P00001038,Project
MP0066,MP,Allocated,P00001039,Project
MP0084,MP,Allocated,P00001040,Project
MP0092,MP,Allocated,P00001041,Project
MP0075,MP,Allocated,P00001042,Project
MP0004,MP,Allocated,P00001043,Project
MP0079,MP,Allocated,P00001044,Project
MP0006,MP,Allocated,P00001045,Project
MP0094,MP,Allocated,P00001046,Project
MP0051,MP,Allocated,P00001047,Project
MP0062,MP,Allocated,P00001048,Project
MP0057,MP,Allocated,P00001049,Project
MP0066,MP,Allocated,P00001050,Project
MP0079,MP,Allocated,P00001051,Project
MP0075,MP,Allocated,P00001052,Project
MP0008,MP,Allocated,P00001053,Project
MP0026,MP,Allocated,P00001054,Project
MP0051,MP,Allocated,P00001055,Project
MP0045,MP,Allocated,P00001056,Project
MP0044,MP,Allocated,P00001057,Project
MP0005,MP,Allocated,P00001058,Project
MP0070,MP,Allocated,P00001059,Project
MP0026,MP,Allocated,P00001060,Project
MP0068,MP,Allocated,P00001061,Project
MP0019,MP,Allocated,P00001062,Project
MP0084,MP,Allocated,P00001063,Project
MP0097,MP,Allocated,P00001064,Project
MP0020,MP,Allocated,P00001065,Project
MP0012,MP,Allocated,P00001066,Project
MP0047,MP,Allocated,P00001067,Project
MP0001,MP,Allocated,P00001068,Project
MP0090,MP,Allocated,P00001069,Project
MP0014,MP,Allocated,P00001070,Project
MP0064,MP,Allocated,P00001071,Project
MP0038,MP,Allocated,P00001072,Project
MP0037,MP,Allocated,P00001073,Project
MP0011,MP,Allocated,P00001074,Project
MP0100,MP,Allocated,P00001075,Project
MP0077,MP,Allocated,P00001076,Project
MP0003,MP,Allocated,P00001077,Project
MP0033,MP,Allocated,P00001078,Project
MP0006,MP,Allocated,P00001079,Project
MP0050,MP,Allocated,P00001080,Project
MP0010,MP,Allocated,P00001081,Project
MP0005,MP,Allocated,P00001082,Project
MP0023,MP,Allocated,P00001083,Project
MP0010,MP,Allocated,P00001084,Project
MP0044,MP,Allocated,P00001085,Project
MP0002,MP,Allocated,P00001086,Project
MP0013,MP,Allocated,P00001087,Project
MP0040,MP,Allocated,P00001088,Project
MP0002,MP,Allocated,P00001089,Project
MP0084,MP,Allocated,P00001090,Project
MP0065,MP,Allocated,P00001091,Project
MP0063,MP,Allocated,P00001092,Project
MP0073,MP,Allocated,P00001093,Project
MP0017,MP,Allocated,P00001094,Project
MP0009,MP,Allocated,P00001095,Project
MP0075,MP,Allocated,P00001096,Project
MP0015,MP,Allocated,P00001097,Project
MP0024,MP,Allocated,P00001098,Project
MP0038,MP,Allocated,P00001099,Project
MP0035,MP,Allocated,P00001100,Project
MP0094,MP,Allocated,P00001101,Project
MP0095,MP,Allocated,P00001102,Project
MP0049,MP,Allocated,P00001103,Project
MP0069,MP,Allocated,P00001104,Project
MP0062,MP,Allocated,P00001105,Project
MP0060,MP,Allocated,P00001106,Project
MP0050,MP,Allocated,P00001107,Project
MP0078,MP,Allocated,P00001108,Project
MP0075,MP,Allocated,P00001109,Project
MP0009,MP,Allocated,P00001110,Project
MP0034,MP,Allocated,P00001111,Project
MP0076,MP,Allocated,P00001112,Project
MP0099,MP,Allocated,P00001113,Project
MP0035,MP,Allocated,P00001114,Project
MP0001,MP,Allocated,P00001115,Project
MP0040,MP,Allocated,P00001116,Project
MP0064,MP,Allocated,P00001117,Project
MP0022,MP,Allocated,P00001118,Project
MP0060,MP,Allocated,P00001119,Project
MP0064,MP,Allocated,P00001120,Project
MP0093,MP,Allocated,P00001121,Project
MP0072,MP,Allocated,P00001122,Project
MP0011,MP,Allocated,P00001123,Project
MP0014,MP,Allocated,P00001124,Project
MP0060,MP,Allocated,P00001125,Project
MP0030,MP,Allocated,P00001126,Project
MP0035,MP,Allocated,P00001127,Project
MP0085,MP,Allocated,P00001128,Project
MP0037,MP,Allocated,P00001129,Project
MP0005,MP,Allocated,P00001130,Project
MP0083,MP,Allocated,P00001131,Project
MP0078,MP,Allocated,P00001132,Project
MP0026,MP,Allocated,P00001133,Project
MP0062,MP,Allocated,P00001134,Project
MP0004,MP,Allocated,P00001135,Project
MP0089,MP,Allocated,P00001136,Project
MP0042,MP,Allocated,P00001137,Project
MP0089,MP,Allocated,P00001138,Project
MP0018,MP,Allocated,P00001139,Project
MP0040,MP,Allocated,P00001140,Project
MP0072,MP,Allocated,P00001141,Project
MP0039,MP,Allocated,P00001142,Project
MP0014,MP,Allocated,P00001143,Project
MP0032,MP,Allocated,P00001144,Project
MP0051,MP,Allocated,P00001145,Project
MP0038,MP,Allocated,P00001146,Project
MP0097,MP,Allocated,P00001147,Project
MP0023,MP,Allocated,P00001148,Project
MP0063,MP,Allocated,P00001149,Project
MP0015,MP,Allocated,P00001150,Project
MP0097,MP,Allocated,P00001151,Project
MP0025,MP,Allocated,P00001152,Project
MP0017,MP,Allocated,P00001153,Project
MP0097,MP,Allocated,P00001154,Project
MP0066,MP,Allocated,P00001155,Project
MP0078,MP,Allocated,P00001156,Project
MP0053,MP,Allocated,P00001157,Project
MP0051,MP,Allocated,P00001158,Project
MP0039,MP,Allocated,P00001159,Project
MP0051,MP,Allocated,P00001160,Project
MP0070,MP,Allocated,P00001161,Project
MP0006,MP,Allocated,P00001162,Project
MP0067,MP,Allocated,P00001163,Project
MP0007,MP,Allocated,P00001164,Project
MP0051,MP,Allocated,P00001165,Project
MP0072,MP,Allocated,P00001166,Project
MP0042,MP,Allocated,P00001167,Project
MP0064,MP,Allocated,P00001168,Project
MP0015,MP,Allocated,P00001169,Project
MP0029,MP,Allocated,P00001170,Project
MP0033,MP,Allocated,P00001171,Project
MP0094,MP,Allocated,P00001172,Project
MP0027,MP,Allocated,P00001173,Project
MP0036,MP,Allocated,P00001174,Project
MP0029,MP,Allocated,P00001175,Project
MP0038,MP,Allocated,P00001176,Project
MP0057,MP,Allocated,P00001177,Project
MP0097,MP,Allocated,P00001178,Project
MP0027,MP,Allocated,P00001179,Project
MP0055,MP,Allocated,P00001180,Project
MP0033,MP,Allocated,P00001181,Project
MP0068,MP,Allocated,P00001182,Project
MP0086,MP,Allocated,P00001183,Project
