Photo_ID,Project_ID,Photo_Date,Latitude,Longitude,Claimed_Latitude,Claimed_Longitude,GPS_Distance_KM,Photo_Hash,Duplicate_Photo_Flag,GPS_Verification
PH00000230,P00000230,2025-08-06,16.619824,85.36792,16.619824,85.36792,0.06,503d19911ca9dd2a,No,Verified
PH00000231,P00000231,2026-03-27,10.82989,87.791307,11.491806,88.10138,44.37,158878ce53621270,No,Mismatch
PH00000232,P00000232,2025-03-06,23.34186,79.531433,23.34186,79.531433,0.49,063af11b51230b21,No,Verified
PH00000233,P00000233,2025-10-05,32.257313,86.922671,32.257313,86.922671,0.08,35794fc0aef7c99f,No,Verified
PH00000234,P00000234,2025-10-25,8.72233,88.571793,8.72233,88.571793,0.06,f459d96879f8279d,No,Verified
PH00000235,P00000235,2026-04-04,34.260392,73.02844,34.260392,73.02844,0.25,e541bafb18e0bbca,No,Verified
PH00000236,P00000236,2025-10-30,20.947798,89.791432,20.947798,89.791432,0.18,6ba43b47eebf0fba,No,Verified
PH00000237,P00000237,2026-01-10,12.389498,80.15596,12.389498,80.15596,0.19,7333032f039f9e40,No,Verified
PH00000238,P00000238,2025-12-21,34.068212,79.991848,34.068212,79.991848,0.08,597916ad2ac4ad9a,No,Verified
PH00000239,P00000239,2025-06-19,18.862754,74.912881,18.862754,74.912881,0.09,0207cebee39e9daa,No,Verified
PH00000240,P00000240,2025-08-15,15.274745,94.974212,15.274745,94.974212,0.25,71cca6449c84fc91,No,Verified
PH00000241,P00000241,2025-10-20,26.676568,75.533735,26.676568,75.533735,0.1,22bf84ed9a1fe468,No,Verified
PH00000242,P00000242,2025-09-02,15.447759,70.125945,15.447759,70.125945,0.19,a3d64e85b2d38432,No,Verified
PH00000243,P00000243,2025-12-02,10.968943,74.800686,11.655848,75.418805,136.36,3d24d1c054a7d0de,No,Mismatch
PH00000244,P00000244,2025-09-17,23.177757,74.452491,23.177757,74.452491,0.17,f2300f3d4b828f90,No,Verified
PH00000245,P00000245,2025-07-15,13.100075,75.009244,13.100075,75.009244,0.45,b006e9709dc42dda,No,Verified
PH00000246,P00000246,2026-01-03,8.523484,83.803114,8.523484,83.803114,0.09,6576a4d3e05eec55,No,Verified
PH00000247,P00000247,2025-05-19,34.771755,68.887138,34.771755,68.887138,0.09,d4d6eb55178b45fd,No,Verified
PH00000248,P00000248,2025-09-16,23.25337,68.844063,23.25337,68.844063,0.33,e89283e8cd33d99a,No,Verified
PH00000249,P00000249,2025-09-03,9.775581,86.420223,9.775581,86.420223,0.06,9cc6746a4615125a,No,Verified
PH00000250,P00000250,2025-07-25,21.532475,68.036463,21.532475,68.036463,0.49,d7d66ec140b6a6ac,No,Verified
PH00000251,P00000251,2025-03-03,16.285619,88.888652,16.285619,88.888652,0.49,c9b5621fb9af89c0,No,Verified
PH00000252,P00000252,2025-11-27,28.659486,90.186826,29.491362,91.225207,112.2,376e0caf9ba92692,No,Mismatch
PH00000253,P00000253,2025-03-12,25.984687,72.717823,25.984687,72.717823,0.16,5e802305049a4e96,No,Verified
PH00000254,P00000254,2025-12-18,16.401104,84.296857,16.401104,84.296857,0.28,e730d6a518df9a0d,No,Verified
PH00000255,P00000255,2025-11-04,19.748267,84.481018,19.748267,84.481018,0.33,2585d6cc2977b765,No,Verified
PH00000256,P00000256,2026-02-08,13.882771,85.115493,13.882771,85.115493,0.05,1f5c8dc199ff085b,No,Verified
PH00000257,P00000257,2025-09-21,11.145286,69.352874,11.145286,69.352874,0.01,96da6cc024939201,No,Verified
PH00000258,P00000258,2025-09-29,29.520995,75.353239,29.520995,75.353239,0.44,10604246c815f9ce,No,Verified
PH00000259,P00000259,2025-09-10,14.409162,78.550923,14.409162,78.550923,0.31,cb24dc013a3dd701,No,Verified
PH00000260,P00000260,2025-12-14,10.323566,94.586864,10.323566,94.586864,0.26,771ea1ec681623cd,No,Verified
PH00000261,P00000261,2025-08-16,15.629517,71.436024,15.629517,71.436024,0.37,2351ad758763a39f,No,Verified
PH00000262,P00000262,2025-07-21,12.350467,91.51979,12.350467,91.51979,0.1,502e909e1904cf62,No,Verified
PH00000263,P00000263,2025-10-18,17.084538,81.517103,17.084538,81.517103,0.13,c352537410c9d1ed,No,Verified
PH00000264,P00000264,2025-05-29,32.469653,92.270939,33.134365,92.630532,71.06,8644d2c7b5d5f11e,No,Mismatch
PH00000265,P00000265,2025-08-26,26.4087,77.134528,26.4087,77.134528,0.4,c2bc34361c0b44d1,No,Verified
PH00000266,P00000266,2025-09-20,27.498785,70.047674,27.498785,70.047674,0.43,7edc3a9ce53ac926,No,Verified
PH00000267,P00000267,2025-06-21,22.000244,84.043361,22.000244,84.043361,0.47,82523bdac18f6547,No,Verified
PH00000268,P00000268,2026-04-03,9.446029,92.159252,9.446029,92.159252,0.17,a3f769e8d6d89273,No,Verified
PH00000269,P00000269,2025-12-17,33.739829,89.44823,33.739829,89.44823,0.3,eddab3736020a819,No,Verified
PH00000270,P00000270,2026-03-04,13.610285,83.100891,13.610285,83.100891,0.21,49dc77a3a71407cd,No,Verified
PH00000271,P00000271,2025-10-28,16.342644,80.862622,16.342644,80.862622,0.26,2c8b2cf306a3d205,No,Verified
PH00000272,P00000272,2025-09-17,18.618579,77.497726,18.618579,77.497726,0.33,a62317bcc95fff97,No,Verified
PH00000273,P00000273,2025-06-25,15.008937,76.011918,15.008937,76.011918,0.42,87ceb0d58cc223a7,No,Verified
PH00000274,P00000274,2025-04-03,12.896061,94.912653,12.896061,94.912653,0.06,a05d43589f687bb4,No,Verified
PH00000275,P00000275,2025-06-10,15.045682,74.716989,15.36057,75.847408,103.25,2a0a4c10ea6921dc,No,Mismatch
PH00000276,P00000276,2025-10-17,21.35191,96.477195,21.35191,96.477195,0.22,c837fef385ad3a20,No,Verified
PH00000277,P00000277,2025-04-17,15.261137,84.12333,15.261137,84.12333,0.21,a6527607bf2a6fe8,No,Verified
PH00000278,P00000278,2025-09-02,33.850372,80.914315,33.850372,80.914315,0.06,143b2d3a2224d855,No,Verified
PH00000279,P00000279,2026-01-11,13.639832,95.159639,13.639832,95.159639,0.4,dd70c0a54a068e18,No,Verified
PH00000280,P00000280,2025-10-04,18.790208,90.527033,19.792945,91.313243,42.48,cc3479fa7fb1cbc7,Yes,Duplicate
PH00000281,P00000281,2025-07-06,28.782874,90.328808,28.782874,90.328808,0.4,666996066f463284,No,Verified
PH00000282,P00000282,2025-03-05,14.996665,75.897355,14.996665,75.897355,0.04,21314cdc64f7208d,No,Verified
PH00000283,P00000283,2026-01-29,34.373078,93.195367,34.373078,93.195367,0.09,2d7d0f5738ad857b,No,Verified
PH00000284,P00000284,2025-08-19,29.01435,96.167185,29.01435,96.167185,0.15,215541c9eac514eb,No,Verified
PH00000285,P00000285,2025-10-03,33.958682,68.710337,33.958682,68.710337,0.21,4c079fe5f4a7f929,No,Verified
PH00000286,P00000286,2026-02-11,28.827453,68.501555,28.827453,68.501555,0.32,c64a5701bdfb9e13,No,Verified
PH00000287,P00000287,2025-07-30,9.401416,82.269972,9.401416,82.269972,0.37,c49ee34c1a3ad856,No,Verified
PH00000288,P00000288,2026-03-20,21.448515,87.677521,21.448515,87.677521,0.11,b5e9ab95f843a58b,No,Verified
PH00000289,P00000289,2025-06-25,28.380001,92.990514,28.380001,92.990514,0.08,30e99e6d3075e8a3,No,Verified
PH00000290,P00000290,2025-03-26,28.911438,82.073467,28.911438,82.073467,0.42,6372f294e52ca16d,No,Verified
PH00000291,P00000291,2025-03-24,18.082844,92.387378,18.082844,92.387378,0.39,cafbe69372b26d6b,No,Verified
PH00000292,P00000292,2025-12-29,18.853773,92.300171,18.853773,92.300171,0.06,0eb9e556ddc71616,No,Verified
PH00000293,P00000293,2025-11-20,16.624485,85.831414,16.624485,85.831414,0.05,bb1d1ccd2b95e52a,No,Verified
PH00000294,P00000294,2025-05-19,11.515784,79.387981,11.515784,79.387981,0.47,802b151920fdca52,No,Verified
PH00000295,P00000295,2025-10-01,28.639027,95.843786,28.639027,95.843786,0.33,73d8470351787619,No,Verified
PH00000296,P00000296,2025-10-08,12.793579,90.185376,12.793579,90.185376,0.11,02b473d68a4db13d,No,Verified
PH00000297,P00000297,2025-08-22,34.257357,87.565901,34.257357,87.565901,0.06,b7b0349bf5c2c0f5,No,Verified
PH00000298,P00000298,2025-03-22,33.646296,87.466022,33.646296,87.466022,0.47,5ece23a2f951f3f7,No,Verified
PH00000299,P00000299,2025-11-01,21.34753,69.621119,21.34753,69.621119,0.49,1a549aeeb80e0c07,No,Verified
PH00000300,P00000300,2025-09-13,24.753399,78.859178,24.753399,78.859178,0.06,fa5b12561f21d9c1,No,Verified
PH00000301,P00000301,2025-05-12,14.445918,72.357003,14.445918,72.357003,0.24,207030699b4d3ece,No,Verified
PH00000302,P00000302,2026-01-21,10.705581,90.988267,10.705581,90.988267,0.41,cb13c415d795d7f5,No,Verified
PH00000303,P00000303,2025-12-26,22.366239,75.655768,22.366239,75.655768,0.12,de86ef4811dc1ad3,No,Verified
PH00000304,P00000304,2025-06-28,17.205392,68.377518,17.205392,68.377518,0.24,60adbc1ae23da4ee,No,Verified
PH00000305,P00000305,2025-08-13,15.484666,81.042244,15.820014,81.767585,123.14,fcbc77cf129bee22,Yes,Duplicate
PH00000306,P00000306,2025-05-27,16.511806,70.045959,16.511806,70.045959,0.14,852b01dd54d637dc,No,Verified
PH00000307,P00000307,2026-02-07,33.211287,70.905689,33.211287,70.905689,0.3,48ebe1797f0cfcd9,No,Verified
PH00000308,P00000308,2025-07-19,24.631204,90.828256,24.631204,90.828256,0.46,1e60f27aec73608b,No,Verified
PH00000309,P00000309,2025-10-25,31.175051,81.546708,31.566933,82.582202,41.8,9fe4c6f17d1a435f,No,Mismatch
PH00000310,P00000310,2025-07-22,17.345586,87.666313,17.345586,87.666313,0.03,f98487831bb0f297,No,Verified
PH00000311,P00000311,2025-11-23,28.902305,87.797435,29.895734,88.703677,36.48,81458f61fc9897e9,No,Mismatch
PH00000312,P00000312,2025-09-24,29.343775,96.745924,29.343775,96.745924,0.01,395bfe9409349ff4,No,Verified
PH00000313,P00000313,2025-12-27,8.974225,70.855222,8.974225,70.855222,0.36,996b47dec6a3650b,No,Verified
PH00000314,P00000314,2025-11-27,16.165625,81.33831,16.165625,81.33831,0.06,ae570d20504b4748,No,Verified
PH00000315,P00000315,2025-04-12,23.552118,77.208588,23.552118,77.208588,0.24,882dcfb35311aa16,No,Verified
PH00000316,P00000316,2026-02-19,23.606886,75.011825,23.606886,75.011825,0.28,4b543ced3a6dfad5,No,Verified
PH00000317,P00000317,2025-08-27,27.244046,89.631578,27.935029,90.689844,84.75,7fee0fc30adfe81b,No,Mismatch
PH00000318,P00000318,2025-09-06,29.486214,78.548918,29.486214,78.548918,0.48,cd7f2e25823ccad1,No,Verified
PH00000319,P00000319,2025-09-15,8.638057,83.535304,8.638057,83.535304,0.4,3753f6399722912d,No,Verified
PH00000320,P00000320,2025-09-27,11.101758,70.219273,11.101758,70.219273,0.01,cf72a759dcc634d2,No,Verified
PH00000321,P00000321,2025-07-31,25.760433,69.495324,25.760433,69.495324,0.27,afa5051056968668,No,Verified
PH00000322,P00000322,2025-06-06,15.514793,80.917774,15.514793,80.917774,0.27,29b728f14f2344f9,No,Verified
PH00000323,P00000323,2025-10-05,31.450239,75.136068,31.450239,75.136068,0.09,749d4dc9cdf71071,No,Verified
PH00000324,P00000324,2026-03-12,17.766108,72.975322,17.766108,72.975322,0.19,e3be785e0a71d4b7,No,Verified
PH00000325,P00000325,2025-08-22,19.262022,94.529716,19.262022,94.529716,0.41,da6e5f37ba0b3263,No,Verified
PH00000326,P00000326,2025-06-09,32.162454,95.550838,32.162454,95.550838,0.39,4f13f971173f9905,No,Verified
PH00000327,P00000327,2025-05-10,15.499524,90.427086,15.499524,90.427086,0.44,db40cd567b45632c,No,Verified
PH00000328,P00000328,2026-01-06,10.706784,77.798787,10.706784,77.798787,0.29,00956d67474b440d,No,Verified
PH00000329,P00000329,2025-11-21,14.274545,84.903082,14.274545,84.903082,0.48,ef1cfdd13d531ace,No,Verified
PH00000330,P00000330,2025-06-29,32.487871,94.163593,32.487871,94.163593,0.19,8c512d66ac78b493,No,Verified
PH00000331,P00000331,2025-07-31,27.00679,79.776931,27.00679,79.776931,0.2,3f6da1cc50d2f5d7,No,Verified
PH00000332,P00000332,2025-09-03,17.696103,90.359721,17.696103,90.359721,0.28,4491ad2a43c8c515,No,Verified
PH00000333,P00000333,2025-11-29,34.627869,90.75742,34.627869,90.75742,0.48,d4038acb4741a1e3,No,Verified
PH00000334,P00000334,2025-08-19,28.075972,88.003023,28.075972,88.003023,0.2,6848e4b2400c71c4,No,Verified
PH00000335,P00000335,2026-03-15,13.795419,81.932965,13.795419,81.932965,0.4,959e5fed97f18427,No,Verified
PH00000336,P00000336,2025-12-29,18.654537,68.772557,18.654537,68.772557,0.07,fee2f7fd9e688afa,No,Verified
PH00000337,P00000337,2025-10-24,29.041952,76.218563,29.041952,76.218563,0.31,e3d6cc27e8419e8a,No,Verified
PH00000338,P00000338,2025-10-19,16.686048,88.162755,16.686048,88.162755,0.44,c042fa451ddb7d9f,No,Verified
PH00000339,P00000339,2025-12-14,24.514199,80.7579,24.514199,80.7579,0.48,10dcdd5e985350c4,No,Verified
PH00000340,P00000340,2025-09-08,18.484348,96.741463,18.484348,96.741463,0.45,f17cd63baea15ef5,No,Verified
PH00000341,P00000341,2025-10-01,33.945196,74.781211,33.945196,74.781211,0.24,944ef44510ba902e,No,Verified
PH00000342,P00000342,2025-10-09,23.37446,96.715549,23.37446,96.715549,0.34,6f4b80d5b9efc21a,No,Verified
PH00000343,P00000343,2026-03-28,9.479781,68.923307,9.479781,68.923307,0.13,8eb0a6cbf7500c44,No,Verified
PH00000344,P00000344,2026-04-04,29.161581,92.085201,29.161581,92.085201,0.26,5a6c86f88139fc03,No,Verified
PH00000345,P00000345,2026-01-15,30.436274,73.63502,30.436274,73.63502,0.45,b77780f957f53699,No,Verified
PH00000346,P00000346,2026-01-18,11.289425,88.624568,11.289425,88.624568,0.09,54dcd4e1bee8bfcf,No,Verified
PH00000347,P00000347,2025-10-04,20.686782,88.090316,20.686782,88.090316,0.18,d203fc399885d4e8,No,Verified
PH00000348,P00000348,2025-09-27,32.91165,87.136913,32.91165,87.136913,0.33,fe048d25714cf7fa,No,Verified
PH00000349,P00000349,2025-11-10,21.143876,82.509222,21.143876,82.509222,0.09,a78937a87d53f254,No,Verified
PH00000350,P00000350,2025-07-01,22.819084,85.975765,22.819084,85.975765,0.15,b5c8ea4640675026,No,Verified
PH00000351,P00000351,2025-12-10,16.20517,86.080752,16.20517,86.080752,0.03,62459a5cf3ff571f,No,Verified
PH00000352,P00000352,2025-11-08,20.653491,89.585602,20.653491,89.585602,0.33,cdbc64b1edc55e23,No,Verified
PH00000353,P00000353,2025-05-19,15.678272,69.25916,15.678272,69.25916,0.5,be58a6ab84593141,No,Verified
PH00000354,P00000354,2025-10-18,30.984845,77.705544,30.984845,77.705544,0.09,145ca544185902b6,No,Verified
PH00000355,P00000355,2025-03-19,23.873398,92.498377,23.873398,92.498377,0.27,f7b50f61cba137b4,No,Verified
PH00000356,P00000356,2025-10-15,17.267161,75.492579,17.267161,75.492579,0.3,105cbe4add585d33,No,Verified
PH00000357,P00000357,2025-07-16,24.401016,86.625495,24.401016,86.625495,0.22,50ad2bbe6ddd89a3,No,Verified
PH00000358,P00000358,2025-09-06,33.200123,96.709228,33.200123,96.709228,0.43,a7f84f93f606c142,No,Verified
PH00000359,P00000359,2025-10-06,15.989169,71.844546,15.989169,71.844546,0.17,36bc29bc225f740d,No,Verified
PH00000360,P00000360,2025-08-25,32.80605,91.0601,32.80605,91.0601,0.46,da17af3d2046f29e,No,Verified
PH00000361,P00000361,2025-12-03,24.819022,80.382929,25.218427,80.694557,111.19,f803ff025ea41b11,No,Mismatch
PH00000362,P00000362,2026-02-23,30.359122,78.352449,30.359122,78.352449,0.02,c94a0ebaac096def,No,Verified
PH00000363,P00000363,2025-06-03,10.497625,71.644451,10.497625,71.644451,0.28,212e8a914cb4a61f,No,Verified
PH00000364,P00000364,2025-06-22,16.937762,95.396448,16.937762,95.396448,0.34,9cde58e34b43431a,No,Verified
PH00000365,P00000365,2025-02-18,20.474941,70.54078,20.474941,70.54078,0.08,9b26cc670a65fda6,No,Verified
PH00000366,P00000366,2025-10-05,12.705372,84.737622,12.705372,84.737622,0.37,86ca9c8d8a96e051,No,Verified
PH00000367,P00000367,2025-08-21,33.623089,95.013384,33.623089,95.013384,0.31,dc5ad71c01d0ec82,No,Verified
PH00000368,P00000368,2026-01-11,25.468572,69.322911,25.468572,69.322911,0.14,c264208314274fa0,No,Verified
PH00000369,P00000369,2025-10-10,24.350365,88.400568,24.350365,88.400568,0.28,c2a75b5b9f386d4f,No,Verified
PH00000370,P00000370,2025-03-26,25.249433,91.851381,25.249433,91.851381,0.49,c25527980394257d,No,Verified
PH00000371,P00000371,2025-09-03,28.079644,79.704643,28.079644,79.704643,0.32,a87031e43107de03,No,Verified
PH00000372,P00000372,2025-05-09,20.36677,96.392038,20.36677,96.392038,0.33,ed6fa6ebe47556ae,No,Verified
PH00000373,P00000373,2025-12-07,18.32642,75.189634,18.32642,75.189634,0.37,f05da08837c4b7ca,No,Verified
PH00000374,P00000374,2025-10-17,14.589976,96.638318,14.589976,96.638318,0.3,e82063846f9626da,No,Verified
PH00000375,P00000375,2025-08-07,14.798956,95.719154,14.798956,95.719154,0.16,1dfcc3a736b67bef,No,Verified
PH00000376,P00000376,2025-07-19,22.667186,96.099703,22.667186,96.099703,0.29,3aa8fbfa79fb9fda,No,Verified
PH00000377,P00000377,2026-04-03,21.243124,84.575971,21.243124,84.575971,0.02,b0dbf8ab88d0f981,No,Verified
PH00000378,P00000378,2025-12-08,18.692578,69.149485,18.692578,69.149485,0.48,7287cafff18c5a76,No,Verified
PH00000379,P00000379,2025-11-18,16.248986,94.5261,16.248986,94.5261,0.12,7a18efe892cb50b0,No,Verified
PH00000380,P00000380,2025-08-02,25.514108,95.805561,25.514108,95.805561,0.07,70d2472423f79d8c,No,Verified
PH00000381,P00000381,2025-12-25,19.567985,82.686383,19.567985,82.686383,0.24,f0a5055752b1f47c,No,Verified
PH00000382,P00000382,2025-11-18,8.942039,82.146919,8.942039,82.146919,0.35,26b0362648019ff2,No,Verified
PH00000383,P00000383,2025-09-21,32.857519,85.16151,32.857519,85.16151,0.36,31df04a227f138e9,No,Verified
PH00000384,P00000384,2025-07-16,28.929948,96.341984,28.929948,96.341984,0.18,703d2947c82abcb8,No,Verified
PH00000385,P00000385,2025-11-25,19.175901,87.325323,19.175901,87.325323,0.41,7a56112d4da628c2,No,Verified
PH00000386,P00000386,2025-08-16,20.004638,94.404416,20.004638,94.404416,0.32,9b4b501fd285feac,No,Verified
PH00000387,P00000387,2026-03-18,29.078435,90.502758,29.078435,90.502758,0.48,a8f42db8e12f7df0,No,Verified
PH00000388,P00000388,2025-07-18,23.75352,70.191206,23.75352,70.191206,0.24,20741a2fd28320d4,No,Verified
PH00000389,P00000389,2026-02-01,21.280116,92.699889,21.280116,92.699889,0.29,6fc45614fe9939e4,No,Verified
PH00000390,P00000390,2025-05-18,29.871357,88.766887,29.871357,88.766887,0.35,2ac5ce79014a9b52,No,Verified
PH00000391,P00000391,2025-12-16,19.558451,79.717949,19.558451,79.717949,0.14,f4f5af61a99e12a8,No,Verified
PH00000392,P00000392,2025-10-15,14.916671,85.66175,14.916671,85.66175,0.34,3f713005c2911176,No,Verified
PH00000393,P00000393,2025-12-27,27.811951,96.252857,27.811951,96.252857,0.33,7564f2468759e407,No,Verified
PH00000394,P00000394,2025-07-29,19.508175,70.623523,19.508175,70.623523,0.07,604ae230f4d846e2,No,Verified
PH00000395,P00000395,2025-11-28,12.251565,77.700999,12.251565,77.700999,0.18,1ababadd155a017f,No,Verified
PH00000396,P00000396,2025-08-01,30.876704,84.293117,30.876704,84.293117,0.41,767c11afb406f59e,No,Verified
PH00000397,P00000397,2025-07-12,19.430297,89.250438,20.330647,90.031382,38.31,170b20f64f105234,No,Mismatch
PH00000398,P00000398,2025-11-03,11.956862,96.98205,11.956862,96.98205,0.25,ebf3112404e5d6a6,No,Verified
PH00000399,P00000399,2025-10-14,26.938035,83.443379,26.938035,83.443379,0.36,ee62eca182102992,No,Verified
PH00000400,P00000400,2025-06-18,22.600188,85.046021,22.600188,85.046021,0.05,c5147acde8c4eb63,No,Verified
PH00000401,P00000401,2026-03-07,20.208933,70.726766,20.208933,70.726766,0.26,f9bfb7e0dc894e42,No,Verified
PH00000402,P00000402,2026-02-26,14.251954,72.479899,14.251954,72.479899,0.42,8a5495a02df6460a,No,Verified
PH00000403,P00000403,2025-11-01,29.859792,76.437002,29.859792,76.437002,0.19,82c1e7a5c622d5cf,No,Verified
PH00000404,P00000404,2025-12-11,17.623498,87.412535,17.623498,87.412535,0.1,132dcda097f92dcc,No,Verified
PH00000405,P00000405,2025-11-24,25.198306,87.591989,25.198306,87.591989,0.31,08024bf1079d0b72,No,Verified
PH00000406,P00000406,2025-06-04,31.494175,86.465819,31.494175,86.465819,0.24,bd5116ec7dd1f8a2,No,Verified
PH00000407,P00000407,2026-01-02,13.445799,92.043824,13.445799,92.043824,0.45,a56feb7522f76248,No,Verified
PH00000408,P00000408,2026-02-17,23.671018,83.081986,23.671018,83.081986,0.04,f8658d4923749c61,No,Verified
PH00000409,P00000409,2025-06-05,13.462048,96.537325,13.462048,96.537325,0.44,034e4d8c7662a379,No,Verified
PH00000410,P00000410,2025-08-29,23.425278,69.868803,23.425278,69.868803,0.07,5240169480e0bb83,No,Verified
PH00000411,P00000411,2025-08-13,30.737064,88.11255,30.737064,88.11255,0.43,81917ea4a6bc9d61,No,Verified
PH00000412,P00000412,2026-02-13,33.630107,95.82129,33.630107,95.82129,0.26,0f98c900698ba197,No,Verified
PH00000413,P00000413,2025-09-02,29.786661,83.139994,29.786661,83.139994,0.11,6cb627011dc66be5,No,Verified
PH00000414,P00000414,2025-10-10,24.561421,70.144578,24.561421,70.144578,0.16,17595450e2b15721,No,Verified
PH00000415,P00000415,2025-07-28,27.281551,89.44187,27.281551,89.44187,0.3,756dc5a6051b8d94,No,Verified
PH00000416,P00000416,2025-08-22,25.077755,81.250672,25.077755,81.250672,0.03,974cebde3f6f65a5,No,Verified
PH00000417,P00000417,2026-04-21,33.94141,80.07843,33.94141,80.07843,0.06,fb509a9b67f120e5,No,Verified
PH00000418,P00000418,2025-04-26,19.93695,93.694382,19.93695,93.694382,0.23,1c1e2e3b544a49b1,No,Verified
PH00000419,P00000419,2025-07-09,28.985673,78.252039,28.985673,78.252039,0.43,5f7da21312b3d5b1,No,Verified
PH00000420,P00000420,2026-02-04,14.80194,76.684817,14.80194,76.684817,0.45,cbf1a2324cce4323,No,Verified
PH00000421,P00000421,2025-06-27,19.084954,68.34184,19.084954,68.34184,0.04,62b212a90708f875,No,Verified
PH00000422,P00000422,2025-06-15,26.460202,79.937231,26.460202,79.937231,0.5,330a6a3f63afb867,No,Verified
PH00000423,P00000423,2025-06-21,29.384844,86.386272,29.384844,86.386272,0.37,db11a02174715eec,No,Verified
PH00000424,P00000424,2025-09-26,16.659954,69.697725,17.181502,70.422677,145.47,e08dcb422ae48483,No,Mismatch
PH00000425,P00000425,2025-08-31,17.235868,73.668031,17.235868,73.668031,0.4,9f6b99b462af8d65,No,Verified
PH00000426,P00000426,2025-10-21,13.523355,87.579121,13.523355,87.579121,0.47,eb59d8dcf0bab077,No,Verified
