UC_ID,Project_ID,UC_Submission_Date,Claimed_Utilized_Amount,Actual_Utilized_Amount,Completion_Percentage,UC_Status
UC00000431,P00000431,2025-11-30,1853468,1740160,91,Verified
UC00000432,P00000432,2025-10-02,2292596,2278827,86,Verified
UC00000433,P00000433,2025-07-17,6463061,6359406,95,Verified
UC00000434,P00000434,2025-11-25,3973595,3798134,98,Verified
UC00000435,P00000435,2026-03-27,1950541,1883434,98,Verified
UC00000436,P00000436,2025-12-21,7830332,4832042,56,Suspicious
UC00000437,P00000437,2025-09-11,5388759,5162429,95,Verified
UC00000438,P00000438,2025-07-18,4912369,4608541,92,Verified
UC00000439,P00000439,2025-11-17,7780000,7542621,88,Verified
UC00000440,P00000440,2026-02-20,5495701,5486165,97,Verified
UC00000441,P00000441,2025-11-03,5646942,5481368,82,Under Review
UC00000442,P00000442,2025-12-04,2952943,2773127,97,Verified
UC00000443,P00000443,2026-01-13,4840000,4632524,97,Verified
UC00000444,P00000444,2026-03-13,7846174,7569730,90,Verified
UC00000445,P00000445,2025-12-11,7404524,7002756,86,Verified
UC00000446,P00000446,2026-03-22,3960103,3683133,93,Under Review
UC00000447,P00000447,2026-01-06,673776,651445,90,Verified
UC00000448,P00000448,2026-03-20,6084633,5804781,87,Verified
UC00000449,P00000449,2025-09-30,2006820,1883261,86,Verified
UC00000450,P00000450,2025-11-26,2468707,2452452,82,Verified
UC00000451,P00000451,2025-07-27,2224596,1412150,62,Suspicious
UC00000452,P00000452,2025-12-29,5200000,5118323,95,Verified
UC00000453,P00000453,2025-11-20,7410000,7015864,97,Verified
UC00000454,P00000454,2026-02-16,940000,932221,93,Verified
UC00000455,P00000455,2025-06-30,5106316,4927170,81,Under Review
UC00000456,P00000456,2025-06-07,5614584,5282432,94,Verified
UC00000457,P00000457,2026-03-31,5756145,5436666,83,Under Review
UC00000458,P00000458,2026-01-31,2562805,2446982,81,Verified
UC00000459,P00000459,2026-03-07,6337418,5889883,86,Verified
UC00000460,P00000460,2025-06-29,6853957,6634663,81,Verified
UC00000461,P00000461,2026-04-04,3241763,3065002,84,Verified
UC00000462,P00000462,2025-11-02,1737345,1661765,94,Under Review
UC00000463,P00000463,2026-03-09,2040987,1959615,81,Under Review
UC00000464,P00000464,2025-12-04,8727776,6138024,44,Under Review
UC00000465,P00000465,2026-04-02,3979132,3092851,50,Under Review
UC00000466,P00000466,2025-09-29,4811658,4491228,92,Under Review
UC00000467,P00000467,2026-04-07,8085991,7779076,97,Verified
UC00000468,P00000468,2025-09-23,2890514,1288287,46,Suspicious
UC00000469,P00000469,2025-10-11,1511904,1505684,87,Verified
UC00000470,P00000470,2026-01-11,5509568,5441237,86,Verified
UC00000471,P00000471,2025-08-30,9208308,5821542,69,Suspicious
UC00000472,P00000472,2026-01-20,696169,660034,84,Verified
UC00000473,P00000473,2025-10-07,6855762,6430145,98,Under Review
UC00000474,P00000474,2025-11-10,1493164,1422871,97,Verified
UC00000475,P00000475,2026-01-19,1035367,1029102,82,Verified
UC00000476,P00000476,2025-11-06,8710000,8588789,89,Under Review
UC00000477,P00000477,2025-10-02,4867385,4804224,92,Verified
UC00000478,P00000478,2026-03-15,7213913,6863305,82,Verified
UC00000479,P00000479,2025-12-21,5910900,5544779,82,Verified
UC00000480,P00000480,2025-05-19,3682712,3446147,100,Verified
UC00000481,P00000481,2025-11-03,730000,711999,91,Verified
UC00000482,P00000482,2025-06-05,6242461,4991964,53,Under Review
UC00000483,P00000483,2025-12-14,4760000,4572498,100,Verified
UC00000484,P00000484,2025-10-07,1290000,1222657,86,Verified
UC00000485,P00000485,2025-11-22,7186847,7073810,81,Verified
UC00000486,P00000486,2025-08-30,2014788,2014070,87,Verified
UC00000487,P00000487,2026-02-05,7497049,7249279,87,Verified
UC00000488,P00000488,2025-08-27,1203567,723028,50,Suspicious
UC00000489,P00000489,2025-12-19,5588145,5401899,98,Under Review
UC00000490,P00000490,2025-11-24,2811188,2654228,98,Verified
UC00000491,P00000491,2025-06-13,5340000,5303790,85,Verified
UC00000492,P00000492,2025-09-19,8659589,8277431,80,Verified
UC00000493,P00000493,2025-09-16,7760000,7538908,80,Verified
UC00000494,P00000494,2025-11-18,5714969,5541527,82,Verified
UC00000495,P00000495,2025-09-25,2179260,2074189,85,Under Review
UC00000496,P00000496,2025-12-27,5189838,4818595,88,Verified
UC00000497,P00000497,2026-03-21,562833,339629,60,Suspicious
UC00000498,P00000498,2026-02-09,6055206,5992771,90,Verified
UC00000499,P00000499,2025-08-15,7990000,7710531,81,Verified
UC00000500,P00000500,2025-09-02,7710452,7656764,91,Verified
UC00000501,P00000501,2026-02-14,7145466,6801922,83,Verified
UC00000502,P00000502,2025-08-28,2238154,2127597,81,Under Review
UC00000503,P00000503,2026-03-05,1590789,1522617,95,Verified
UC00000504,P00000504,2025-12-19,8318198,7992746,83,Verified
UC00000505,P00000505,2026-01-14,8372339,7805305,83,Verified
UC00000506,P00000506,2025-12-09,8353000,7878113,90,Under Review
UC00000507,P00000507,2025-09-19,7095301,5710546,57,Suspicious
UC00000508,P00000508,2026-03-19,780007,734274,85,Verified
UC00000509,P00000509,2025-12-11,2857140,2689390,86,Verified
UC00000510,P00000510,2026-02-07,8236192,3591060,59,Under Review
UC00000511,P00000511,2025-09-22,9290000,8832072,92,Verified
UC00000512,P00000512,2025-11-03,1539732,1526242,85,Under Review
UC00000513,P00000513,2026-04-30,3077940,2920450,81,Under Review
UC00000514,P00000514,2025-12-05,6264095,6139652,97,Under Review
UC00000515,P00000515,2025-11-24,7107694,7030984,80,Verified
UC00000516,P00000516,2025-09-10,8701755,8215287,99,Verified
UC00000517,P00000517,2025-08-11,5757325,5604426,91,Verified
UC00000518,P00000518,2026-01-23,4161806,3890065,92,Verified
UC00000519,P00000519,2026-03-08,4298463,4013995,89,Verified
UC00000520,P00000520,2025-12-22,7273952,7018776,88,Verified
UC00000521,P00000521,2026-01-06,5558689,5324874,80,Verified
UC00000522,P00000522,2025-10-02,8369943,7788417,100,Verified
UC00000523,P00000523,2025-12-05,2234267,2142250,87,Verified
UC00000524,P00000524,2025-09-30,4023594,3878636,100,Verified
UC00000525,P00000525,2025-10-30,572817,550704,81,Under Review
UC00000526,P00000526,2025-09-13,2089855,2005098,84,Verified
UC00000527,P00000527,2025-10-27,8430000,8117064,89,Verified
UC00000528,P00000528,2026-01-04,9290000,8960471,85,Verified
UC00000529,P00000529,2025-11-20,7730000,7619659,84,Verified
UC00000530,P00000530,2025-11-18,7455593,7388756,80,Under Review
UC00000531,P00000531,2025-07-05,6409082,6134734,90,Verified
UC00000532,P00000532,2025-11-22,5879163,5698374,96,Verified
UC00000533,P00000533,2026-04-16,3565349,3354276,98,Verified
UC00000534,P00000534,2026-01-22,6073737,5789623,87,Verified
UC00000535,P00000535,2026-03-22,6677037,6565998,94,Verified
UC00000536,P00000536,2026-03-08,961079,927472,88,Verified
UC00000537,P00000537,2025-10-21,2823819,2706883,99,Verified
UC00000538,P00000538,2025-06-20,4343671,4220893,81,Under Review
UC00000539,P00000539,2025-08-22,6205201,3349335,44,Under Review
UC00000540,P00000540,2025-08-02,8025002,7588298,89,Verified
UC00000541,P00000541,2026-02-05,9620000,9316802,86,Under Review
UC00000542,P00000542,2026-02-27,9263609,8630241,82,Verified
UC00000543,P00000543,2025-07-04,6432061,3913235,58,Under Review
UC00000544,P00000544,2025-11-29,1500000,1452618,92,Verified
UC00000545,P00000545,2026-03-11,1533257,1512063,85,Verified
UC00000546,P00000546,2025-12-08,3962413,3927599,98,Verified
UC00000547,P00000547,2025-09-01,4167830,4077026,90,Verified
UC00000548,P00000548,2025-09-30,6465124,2700998,52,Under Review
UC00000549,P00000549,2026-01-11,4598557,4328335,80,Under Review
UC00000550,P00000550,2025-12-01,7596010,7517796,90,Verified
UC00000551,P00000551,2026-04-04,7817576,7756178,98,Verified
UC00000552,P00000552,2025-08-09,9258648,8897712,97,Verified
UC00000553,P00000553,2025-08-13,2729498,2533768,90,Verified
UC00000554,P00000554,2026-01-04,4242234,4221294,90,Under Review
UC00000555,P00000555,2025-10-27,4647648,4629569,100,Verified
UC00000556,P00000556,2026-03-09,3406864,2600095,68,Suspicious
UC00000557,P00000557,2026-03-24,8130916,7604845,93,Under Review
UC00000558,P00000558,2026-04-30,7597973,7545362,82,Under Review
UC00000559,P00000559,2025-11-04,3672167,3434620,98,Verified
UC00000560,P00000560,2025-08-30,1337699,1299822,80,Under Review
UC00000561,P00000561,2026-04-07,910000,862726,83,Verified
UC00000562,P00000562,2025-05-12,5510000,5429908,85,Verified
UC00000563,P00000563,2025-09-30,3841769,3603728,88,Under Review
UC00000564,P00000564,2025-09-06,3305953,3112655,86,Under Review
UC00000565,P00000565,2026-06-08,2925742,2836466,99,Verified
UC00000566,P00000566,2025-11-28,8894750,5034505,44,Suspicious
UC00000567,P00000567,2025-12-23,2405980,2365483,100,Verified
UC00000568,P00000568,2026-01-22,6660000,6563872,84,Verified
UC00000569,P00000569,2026-02-01,1780000,1774966,83,Under Review
UC00000570,P00000570,2025-12-06,7157734,6999454,89,Verified
UC00000571,P00000571,2025-10-10,3023570,2845490,100,Verified
UC00000572,P00000572,2025-08-27,5421543,5202916,86,Verified
UC00000573,P00000573,2025-10-16,7538690,7334069,96,Verified
UC00000574,P00000574,2025-10-07,4563586,4378150,99,Under Review
UC00000575,P00000575,2025-10-19,3892881,3749730,93,Verified
UC00000576,P00000576,2026-01-02,4926236,4772345,99,Verified
UC00000577,P00000577,2026-03-05,8773321,5393300,49,Suspicious
UC00000578,P00000578,2025-11-04,3971498,3816312,93,Under Review
UC00000579,P00000579,2026-01-07,5170000,4986307,89,Verified
UC00000580,P00000580,2026-02-25,9174108,8523387,93,Verified
UC00000581,P00000581,2025-12-07,6997048,6649626,96,Verified
UC00000582,P00000582,2025-08-08,929816,929133,99,Verified
UC00000583,P00000583,2026-03-13,1404621,1094238,69,Suspicious
UC00000584,P00000584,2025-08-28,3254569,3096388,86,Under Review
UC00000585,P00000585,2026-04-17,3996827,3817713,96,Verified
UC00000586,P00000586,2025-10-16,1080462,1046395,81,Verified
UC00000587,P00000587,2025-06-28,2613120,1240978,47,Suspicious
UC00000588,P00000588,2026-04-29,997422,656771,73,Under Review
UC00000589,P00000589,2025-10-27,4554726,4227384,85,Verified
UC00000590,P00000590,2025-09-29,4038542,4015306,98,Verified
UC00000591,P00000591,2025-10-27,1955568,1890413,99,Verified
UC00000592,P00000592,2026-01-04,9187462,8526941,84,Verified
UC00000593,P00000593,2026-01-15,9890000,9555924,95,Verified
UC00000594,P00000594,2025-07-18,2201357,2182957,95,Verified
UC00000595,P00000595,2026-01-04,9546634,9049778,91,Under Review
UC00000596,P00000596,2026-01-22,2250173,2178783,81,Verified
UC00000597,P00000597,2025-12-28,1242546,1198107,92,Verified
UC00000598,P00000598,2025-09-20,7745091,7175024,88,Verified
UC00000599,P00000599,2025-06-18,8080000,7561679,90,Under Review
UC00000600,P00000600,2025-10-03,6352497,6287530,92,Verified
UC00000601,P00000601,2026-03-31,3758659,3666769,85,Verified
UC00000602,P00000602,2026-02-08,6564744,6437987,89,Verified
UC00000603,P00000603,2025-09-18,4683688,4624340,90,Under Review
UC00000604,P00000604,2025-07-11,6778853,6529581,80,Verified
UC00000605,P00000605,2025-12-29,5589526,5489691,90,Verified
UC00000606,P00000606,2026-01-13,3926146,3652604,95,Verified
UC00000607,P00000607,2025-10-10,5566416,5258517,89,Under Review
UC00000608,P00000608,2025-11-06,7995883,7486758,87,Verified
UC00000609,P00000609,2026-02-21,2289468,1621894,57,Under Review
UC00000610,P00000610,2025-08-24,9553116,9298157,85,Verified
UC00000611,P00000611,2025-09-03,1496001,1394572,82,Verified
UC00000612,P00000612,2025-05-24,863464,826198,83,Verified
UC00000613,P00000613,2025-09-17,2214537,2056208,95,Verified
UC00000614,P00000614,2026-02-09,3058126,2996936,82,Verified
UC00000615,P00000615,2025-09-19,6960000,6712329,84,Under Review
UC00000616,P00000616,2025-08-29,7687582,7381928,84,Verified
UC00000617,P00000617,2025-10-26,4122743,4102749,83,Under Review
UC00000618,P00000618,2025-12-16,7370000,6869676,93,Verified
UC00000619,P00000619,2025-10-10,4572996,4363078,82,Under Review
UC00000620,P00000620,2026-04-19,3114464,2950810,99,Under Review
UC00000621,P00000621,2025-09-07,3352373,3175494,94,Verified
UC00000622,P00000622,2025-11-14,2971107,2794551,89,Verified
UC00000623,P00000623,2025-10-10,5122939,4801193,89,Verified
UC00000624,P00000624,2025-11-22,7768519,7650893,83,Verified
UC00000625,P00000625,2025-10-13,3632218,3536923,93,Verified
UC00000626,P00000626,2025-06-09,4631880,4579786,83,Verified
UC00000627,P00000627,2026-02-06,3983058,2484225,44,Under Review
UC00000628,P00000628,2025-11-04,3663673,3501289,92,Verified
UC00000629,P00000629,2025-06-21,6335225,6098294,85,Verified
UC00000630,P00000630,2026-02-21,7751051,3425022,56,Suspicious
UC00000631,P00000631,2025-08-20,7388686,7186364,90,Verified
UC00000632,P00000632,2026-03-27,6942752,6488423,96,Verified
UC00000633,P00000633,2025-10-22,3010000,2928743,89,Under Review
UC00000634,P00000634,2025-11-16,8370820,8335400,84,Verified
UC00000635,P00000635,2025-11-04,3091078,3006323,86,Verified
UC00000636,P00000636,2025-08-16,1189582,1160435,83,Verified
UC00000637,P00000637,2026-01-25,3906779,3763408,99,Verified
UC00000638,P00000638,2025-10-21,2719533,2623676,84,Under Review
UC00000639,P00000639,2025-08-01,3925844,3749559,87,Under Review
UC00000640,P00000640,2025-09-03,2618614,2551283,95,Verified
UC00000641,P00000641,2025-11-25,1873675,1830190,86,Verified
UC00000642,P00000642,2025-09-10,5433017,5280835,86,Under Review
UC00000643,P00000643,2025-09-01,4227831,4038197,80,Verified
UC00000644,P00000644,2025-10-22,5111069,4957931,97,Verified
UC00000645,P00000645,2025-12-20,3007285,2854366,88,Verified
UC00000646,P00000646,2025-12-12,3190443,3167640,88,Verified
UC00000647,P00000647,2025-09-03,6029946,4648523,60,Under Review
UC00000648,P00000648,2026-03-04,6120000,6016165,83,Verified
UC00000649,P00000649,2025-11-28,2733857,2667042,84,Verified
UC00000650,P00000650,2025-10-29,3392347,3292571,92,Verified
UC00000651,P00000651,2025-08-14,1279384,1250995,100,Verified
UC00000652,P00000652,2026-01-30,4246575,4187557,84,Verified
UC00000653,P00000653,2025-12-12,3658460,2416230,40,Suspicious
UC00000654,P00000654,2025-10-27,4283011,2791338,71,Suspicious
UC00000655,P00000655,2025-08-27,8733102,8116682,80,Verified
UC00000656,P00000656,2026-03-17,7913303,7684482,98,Verified
UC00000657,P00000657,2026-03-10,4313246,4010986,81,Verified
UC00000658,P00000658,2026-05-23,5640548,5580241,96,Verified
UC00000659,P00000659,2026-04-21,6509372,6385482,93,Verified
UC00000660,P00000660,2026-01-16,1103202,1099665,87,Verified
UC00000661,P00000661,2025-11-28,2070774,1113212,71,Suspicious
UC00000662,P00000662,2026-03-06,4563527,4460448,94,Verified
UC00000663,P00000663,2025-10-30,2378004,2238167,88,Verified
UC00000664,P00000664,2025-10-13,4842620,4715780,86,Under Review
UC00000665,P00000665,2025-11-10,1722377,1684281,97,Verified
UC00000666,P00000666,2025-06-11,6534239,4523695,64,Suspicious
UC00000667,P00000667,2025-11-24,1024608,993101,95,Verified
UC00000668,P00000668,2025-12-16,5559056,5366596,85,Verified
UC00000669,P00000669,2025-07-21,7507494,7249249,91,Verified
UC00000670,P00000670,2025-05-24,6446291,6437877,81,Verified
UC00000671,P00000671,2026-05-18,4719830,4500098,88,Verified
UC00000672,P00000672,2025-12-21,8572658,8514487,93,Verified
UC00000673,P00000673,2026-03-02,2423771,2322714,88,Verified
UC00000674,P00000674,2025-09-05,1681515,1662564,90,Under Review
UC00000675,P00000675,2025-11-25,4220719,4168969,99,Verified
UC00000676,P00000676,2025-10-30,620000,604994,93,Verified
UC00000677,P00000677,2026-05-11,1435553,1364992,98,Verified
UC00000678,P00000678,2026-03-18,1723055,1634989,97,Under Review
UC00000679,P00000679,2026-02-01,8202620,7732087,91,Verified
UC00000680,P00000680,2025-10-12,9087438,8826381,83,Verified
UC00000681,P00000681,2026-01-01,6970000,6674787,97,Under Review
UC00000682,P00000682,2025-11-30,2107414,1951594,89,Under Review
UC00000683,P00000683,2025-10-12,7237022,7198013,84,Verified
UC00000684,P00000684,2025-10-28,5716659,5328384,80,Verified
UC00000685,P00000685,2026-03-11,5190037,5080570,95,Verified
UC00000686,P00000686,2026-04-07,2615628,2422100,89,Under Review
UC00000687,P00000687,2025-09-25,4010000,4003304,82,Under Review
UC00000688,P00000688,2025-11-11,3620286,2440611,64,Under Review
UC00000689,P00000689,2026-03-12,2655683,2621257,95,Under Review
UC00000690,P00000690,2025-11-14,8235890,8032002,82,Verified
UC00000691,P00000691,2025-11-18,539213,525538,86,Verified
UC00000692,P00000692,2026-05-05,5650000,5646240,86,Verified
UC00000693,P00000693,2025-11-24,3000612,2981288,95,Verified
UC00000694,P00000694,2026-02-19,5988625,5684396,87,Under Review
UC00000695,P00000695,2026-01-02,1588096,1484499,80,Verified
UC00000696,P00000696,2026-02-09,3997045,3936560,93,Verified
UC00000697,P00000697,2025-11-06,4794071,4690246,84,Under Review
UC00000698,P00000698,2026-06-19,3022077,2817213,94,Verified
UC00000699,P00000699,2025-09-07,6696725,6392936,98,Verified
UC00000700,P00000700,2025-10-20,2448927,1914585,62,Suspicious
UC00000701,P00000701,2025-08-15,1280792,1238467,84,Under Review
UC00000702,P00000702,2026-04-28,3146912,3115219,86,Verified
UC00000703,P00000703,2025-12-03,6228815,6131946,94,Verified
UC00000704,P00000704,2025-08-23,1053168,985632,99,Verified
UC00000705,P00000705,2025-10-16,9476982,9018411,98,Under Review
UC00000706,P00000706,2026-05-09,6562265,6370785,95,Verified
UC00000707,P00000707,2026-02-18,4220000,4092246,92,Verified
UC00000708,P00000708,2025-11-04,8472877,3764764,54,Suspicious
UC00000709,P00000709,2025-07-09,6980000,6971298,100,Under Review
UC00000710,P00000710,2025-09-02,5820782,5820389,82,Under Review
UC00000711,P00000711,2025-11-04,1826598,1749343,86,Verified
UC00000712,P00000712,2025-08-16,8484167,4366479,44,Suspicious
UC00000713,P00000713,2025-05-06,2190000,2170018,94,Verified
UC00000714,P00000714,2026-02-03,7298272,7112915,95,Verified
UC00000715,P00000715,2025-10-14,665761,629013,96,Verified
UC00000716,P00000716,2025-12-19,3017187,2812715,88,Under Review
UC00000717,P00000717,2026-03-21,1000491,978042,85,Verified
UC00000718,P00000718,2025-09-26,9700000,9247878,100,Verified
UC00000719,P00000719,2025-07-16,2835409,2701644,98,Verified
UC00000720,P00000720,2026-02-18,7158707,6901685,92,Verified
UC00000721,P00000721,2025-11-12,6711912,6331721,96,Verified
UC00000722,P00000722,2025-12-02,4307959,4204888,95,Verified
UC00000723,P00000723,2025-11-21,6926064,6521611,83,Verified
UC00000724,P00000724,2025-12-12,1999991,1510295,64,Under Review
UC00000725,P00000725,2025-11-29,8570000,8301769,90,Verified
UC00000726,P00000726,2026-05-02,4700000,4510843,88,Verified
UC00000727,P00000727,2025-10-29,5620000,5424450,86,Verified
UC00000728,P00000728,2025-11-27,2244927,2146389,89,Verified
UC00000729,P00000729,2025-06-24,3015070,2887572,82,Verified
UC00000730,P00000730,2026-02-06,7145381,6807858,98,Verified
UC00000731,P00000731,2026-06-02,4833655,4723830,93,Under Review
UC00000732,P00000732,2025-12-27,6103798,6045005,84,Under Review
UC00000733,P00000733,2025-12-01,9442363,9357868,87,Verified
UC00000734,P00000734,2025-09-14,6038299,4262416,44,Under Review
UC00000735,P00000735,2026-02-12,6231545,6125616,82,Verified
UC00000736,P00000736,2026-05-30,7770463,7277957,89,Verified
UC00000737,P00000737,2025-09-29,6836082,6657575,100,Verified
